accidentDate;accidentTime;accidentDay;settlementType;settlement;district;streetType;streetName;houseNumber;locationComments;accidentType;mainAccidentCause;totalParticipantsAmount;injuryStatusParticipant1;injuryStatusParticipant2;injuryStatusParticipant3;injuryStatusParticipant4;injuryStatusParticipant5;injuryStatusParticipant6;latitude;longitude
2023-11-24;21:30:00;п'ятниця;місто;Львів;Залізничний;вулиця;Городоцька;331;null;наїзд на дорожний знак, бордюрний камінь;перевищення безпечної швидкості;1;легко травмований;null;null;null;null;null;49.82531;23.938902
2023-11-22;18:35:00;середа;місто;Львів;Залізничний;вулиця;Городоцька;293;null;зіткнення лобове;порушення правил маневрування, керування транспортним засобом у нетверезому стані;2;без ушкоджень;легко травмований;null;null;null;null;49.82883;23.958408
2023-11-17;22:30:00;п'ятниця;місто;Львів;Шевченківський;вулиця;Єрошенка В.;null;null;наїзд на транспортний засіб, що стоїть - по ходу руху;порушення правил маневрування, керування транспортним засобом у нетверезому стані;2;без ушкоджень;легко травмований;null;null;null;null;49.511;45467
2023-11-15;17:40:00;середа;місто;Львів;Залізничний;вулиця;Сяйво;13;null;зіткнення з задньою частиною тз;перевищення безпечної швидкості, недодержання дистанції;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.839148;23.977377
2023-11-28;5:35:00;вівторок;місто;Львів;Франківський;вулиця;Кульпарківська;52;null;наїзд на дерево;перевищення безпечної швидкості;1;легко травмований;null;null;null;null;null;49.829176;23.990257
2023-11-05;15:01:00;неділя;місто;Львів;Личаківський;вулиця;Пасічна;51;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.82782;24.071227
2023-11-28;17:01:00;вівторок;місто;Львів;Залізничний;вулиця;Виговського І.;100;null;зіткнення з задньою частиною тз;порушення правил маневрування, недодержання дистанції;2;без ушкоджень;легко травмований;null;null;null;null;49.8134;23.978067
2023-11-07;12:40:00;вівторок;місто;Львів;Франківський;вулиця;Княгині Ольги;null;null;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.804241;23.997178
2023-11-06;20:46:00;понеділок;місто;Львів;Сихівський;вулиця;Зелена;281а;null;перекидання тз;порушення правил маневрування;1;легко травмований;null;null;null;null;null;49.799439;24.069414
2023-11-21;14:10:00;вівторок;місто;Львів;Залізничний;вулиця;Залізнична;8;null;зіткнення з задньою частиною тз;перевищення безпечної швидкості, недодержання дистанції;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.837519;24.002037
2023-11-19;12:25:00;неділя;місто;Львів;Шевченківський;вулиця;Липинського В.;60а;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.865024;24.050944
2023-11-04;9:52:00;субота;місто;Львів;Галицький;площа;Князя Ярослава Осмомисла, пл.;11;null;зіткнення лобове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.844701;24.028602
2023-11-30;13:01:00;четвер;місто;Львів;Франківський;вулиця;Коновальця Є.;77;null;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;перехід у невстановленому місці;2;без ушкоджень;легко травмований;null;null;null;null;49.828969;24.000591
2023-11-23;21:09:00;четвер;місто;Львів;Франківський;вулиця;Кульпарківська;93;null;наїзд на інші види перешкод;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.82292075416931;23.98917599139344
2023-11-17;6:49:00;п'ятниця;місто;Львів;Залізничний;вулиця;Яворницького Д.;8;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;помер по дорозі в лікарню;null;null;null;null;49.825519;23.975767
2023-11-15;20:09:00;середа;місто;Львів;Галицький;вулиця;Кривоноса М.;15;null;зіткнення з задньою частиною тз;перевищення безпечної швидкості, керування транспортним засобом у нетверезому стані;2;без ушкоджень;легко травмований;null;null;null;null;49.845292;24.040221
2023-11-22;20:50:00;середа;місто;Львів;Шевченківський;вулиця;Хмельницького Б.;291;null;наїзд на інші види перешкод;перевищення безпечної швидкості;2;без ушкоджень;легко травмований;null;null;null;null;49.873439;24.060311
2023-11-21;16:46:00;вівторок;місто;Львів;Франківський;вулиця;Чупринки Т., ген.;71;null;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;перехід у невстановленому місці;2;без ушкоджень;помер у лікарні протягом 30 діб;null;null;null;null;49.828151;24.005095
2023-11-12;14:09:00;неділя;місто;Львів;Сихівський;вулиця;Сихівська;8;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.79471;24.0652
2023-12-05;7:30:00;вівторок;місто;Львів;Франківський;вулиця;Симоненка В.;null;вул. Симоненка В. - вул. Наукова;зіткнення бокове;порушення правил проїзду перехресть;3;легко травмований;легко травмований;легко травмований;null;null;null;49.805017;23.986545
2023-11-08;13:13:00;середа;місто;Львів;Галицький;площа;Ринок, пл.;null;null;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.84156899590784;24.032668929875545
2023-11-28;11:20:00;вівторок;місто;Львів;Галицький;вулиця;Кривоноса М.;18;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.847178;24.041685
2023-11-21;20:21:00;вівторок;місто;Львів;Шевченківський;вулиця;Варшавська;126;null;зіткнення з задньою частиною тз;перевищення безпечної швидкості, недодержання дистанції;4;без ушкоджень;без ушкоджень;без ушкоджень;тяжко травмований;null;null;49.86547;24.01099
2023-11-08;14:27:00;середа;місто;Львів;Шевченківський;вулиця;Шевченка Т.;360в;null;зіткнення бокове;невиконання вимог сигналів регулювання, керування транспортним засобом у нетверезому стані;3;без ушкоджень;легко травмований;легко травмований;null;null;null;49.867923;23.952793
2023-11-09;6:45:00;четвер;місто;Львів;Залізничний;вулиця;Городоцька;257;null;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;перехід у невстановленому місці;2;без ушкоджень;легко травмований;null;null;null;null;49.830363;23.966868
2023-01-02;19:28:00;понеділок;місто;Львів;Сихівський;проспект;Святого Івана Павла ІІ, просп.;4б;null;наїзд на пішохода - пішохід рухався у попутному напрямку;перевищення безпечної швидкості, керування транспортним засобом у нетверезому стані;2;без ушкоджень;легко травмований;null;null;null;null;49.799924;24.034781
2023-01-02;7:40:00;понеділок;місто;Львів;Сихівський;вулиця;Зелена;263;null;наїзд на пішохода - пішохід рухався у попутному напрямку;перехід у невстановленому місці;2;без ушкоджень;тяжко травмований;null;null;null;null;49.80179;24.065772
2023-01-02;14:34:00;понеділок;місто;Львів;Сихівський;вулиця;Зубрівська;11;null;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.797756;24.062489
2023-01-02;17:30:00;понеділок;місто;Львів;Франківський;вулиця;Музики Я.;39;null;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил проїзду перехресть;2;без ушкоджень;легко травмований;null;null;null;null;49.814488;24.001458
2023-02-21;12:15:00;вівторок;місто;Львів;Залізничний;вулиця;Виговського І.;100;null;зіткнення бокове;недодержання дистанції;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.813079;23.977876
2023-03-02;16:54:00;четвер;місто;Львів;Франківський;вулиця;Київська;15;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів, порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.83308;24.009622
2023-03-09;19:17:00;четвер;місто;Львів;Шевченківський;вулиця;Грінченка Б.;6б;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.872596;24.0508
2023-02-25;21:34:00;субота;місто;Львів;Шевченківський;вулиця;Хмельницького Б.;null;вул. Хмельницького Б. - вул. Липинського В.;зіткнення з задньою частиною тз;порушення правил маневрування, перевищення безпечної швидкості, недодержання дистанції;2;без ушкоджень;легко травмований;null;null;null;null;49.864564;24.053058
2023-03-23;16:50:00;четвер;місто;Львів;Залізничний;вулиця;Кульчицької О.;3;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.817749;23.973391
2023-03-28;18:20:00;вівторок;місто;Львів;Франківський;вулиця;Гіпсова;58;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.82502;23.992156
2023-03-04;8:23:00;субота;місто;Львів;Залізничний;вулиця;Шевченка Т.;81;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.84824;23.999253
2023-03-22;20:23:00;середа;місто;Львів;Сихівський;проспект;Святого Івана Павла ІІ, просп.;4б;null;наїзд на інші види перешкод;перевищення безпечної швидкості;1;тяжко травмований;null;null;null;null;null;49.798497;24.034631
2023-03-21;10:05:00;вівторок;місто;Львів;Личаківський;вулиця;Зелена;58;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування, порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.83044;24.043697
2023-02-28;11:58:00;вівторок;місто;Винники;Личаківський;вулиця;Івасюка В.;1а;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.817049;24.137471
2023-03-10;9:06:00;п'ятниця;місто;Львів;Франківський;вулиця;Тролейбусна;null;вул. Тролейбусна - вул. Трускавецька;наїзд на пішохода - на регульованому пішохідному переході;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.797943;24.005105
2023-02-24;21:50:00;п'ятниця;місто;Львів;Шевченківський;вулиця;Хмельницького Б.;74;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.853058;24.035618
2023-02-20;17:02:00;понеділок;село;Підбірці;Личаківський;вулиця;Тракт-Глинянський;null;null;зіткнення бокове;перевищення безпечної швидкості;4;без ушкоджень;без ушкоджень;легко травмований;легко травмований;null;null;49.841463;24.151425
2023-03-26;22:41:00;неділя;місто;Львів;Франківський;вулиця;Сахарова А., акад.;28;null;наїзд на інші види перешкод;перевищення безпечної швидкості, недодержання дистанції;2;легко травмований;легко травмований;null;null;null;null;49.830391798054;24.0145089739863
2023-02-19;20:01:00;неділя;місто;Львів;Шевченківський;вулиця;Хмельницького Б.;291;null;наїзд на опори (леп, телефонних та телеграфних ліній, рекламоносіїв, щогли антен моб. зв'язку, тощо);перевищення безпечної швидкості;2;легко травмований;легко травмований;null;null;null;null;49.876758;24.063411
2023-03-20;13:36:00;понеділок;місто;Львів;Шевченківський;вулиця;Варшавська;null;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;без ушкоджень;тяжко травмований;null;null;null;null;49.862043;24.007552
2023-02-23;22:20:00;четвер;місто;Львів;Залізничний;вулиця;Виговського І.;null;вул. Виговського І. - вул. Кульчицької О.;зіткнення бокове;керування транспортним засобом у нетверезому стані, перевищення безпечної швидкості, недодержання дистанції;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.81716;23.971862
2023-03-20;8:55:00;понеділок;місто;Львів;Сихівський;проспект;Святого Івана Павла ІІ, просп.;5;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.801679;24.020626
2023-03-21;12:10:00;вівторок;місто;Львів;Франківський;вулиця;Володимира Великого;39;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.808153;24.005502
2023-02-15;14:14:00;середа;місто;Львів;Сихівський;вулиця;Гашека Я.;20;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів, керування транспортним засобом у нетверезому стані;2;без ушкоджень;легко травмований;null;null;null;null;49.796641;24.021097
2023-02-25;17:01:00;субота;місто;Львів;Шевченківський;вулиця;Шевченка Т.;323;null;наїзд на транспортний засіб, що стоїть - по ходу руху;перевищення безпечної швидкості, недодержання дистанції;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.871816;23.928902
2023-02-25;18:50:00;субота;місто;Львів;Франківський;вулиця;Наукова;7;null;зіткнення з задньою частиною тз;перевищення безпечної швидкості, недодержання дистанції, керування транспортним засобом у нетверезому стані;4;без ушкоджень;без ушкоджень;без ушкоджень;легко травмований;null;null;49.803081;24.005588
2023-03-28;22:45:00;вівторок;місто;Львів;Залізничний;вулиця;Городоцька;null;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.833069;23.981985
2023-03-23;8:45:00;четвер;місто;Львів;Сихівський;вулиця;Угорська;12;null;зіткнення бокове;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.812048;24.040752
2023-03-22;13:30:00;середа;місто;Львів;Франківський;вулиця;Київська;25;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.833294;24.008158
2023-03-29;9:25:00;середа;місто;Львів;Шевченківський;вулиця;Єрошенка В.;2;null;наїзд на пішохода - пішохід рухався у попутному напрямку;перевищення безпечної швидкості, недодержання дистанції;2;без ушкоджень;легко травмований;null;null;null;null;49.848226;24.001045
2023-02-15;14:20:00;середа;місто;Львів;Залізничний;вулиця;Кричевського М.;67;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.822584;23.96587
2023-02-22;20:50:00;середа;місто;Львів;Залізничний;вулиця;Кульпарківська;130;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.804522;23.981073
2023-03-07;19:01:00;вівторок;місто;Львів;Залізничний;вулиця;Городоцька;300;null;наїзд на пішохода - пішохід рухався у попутному напрямку;неочікуваний вихід на проїзну частину;2;без ушкоджень;легко травмований;null;null;null;null;49.821611;23.918706
2023-03-18;0:05:00;субота;місто;Львів;Франківський;вулиця;Стрийська;204;null;наїзд на опори (леп, телефонних та телеграфних ліній, рекламоносіїв, щогли антен моб. зв'язку, тощо);перевищення безпечної швидкості;2;легко травмований;тяжко травмований;null;null;null;null;49.796305;24.016591
2023-03-09;16:07:00;четвер;місто;Львів;Шевченківський;вулиця;Єрошенка В.;null;null;зіткнення бокове;порушення правил маневрування;3;без ушкоджень;без ушкоджень;помер на місці дтп;null;null;null;49.855782;24.073646
2023-03-20;13:24:00;понеділок;місто;Львів;Залізничний;вулиця;Авіаційна;7;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;помер у лікарні протягом 30 діб;null;null;null;null;49.814481;23.930352
2023-03-14;16:10:00;вівторок;місто;Львів;Личаківський;вулиця;Пекарська;69;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.835785;24.048337
2023-03-28;9:35:00;вівторок;місто;Львів;Залізничний;вулиця;Городоцька;80;null;зіткнення бокове;порушення правил проїзду перехресть;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.838346;24.007112
2023-03-04;21:33:00;субота;місто;Львів;Залізничний;вулиця;Виговського І.;87;null;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;перехід у невстановленому місці;2;без ушкоджень;легко травмований;null;null;null;null;49.813169;23.980891
2023-03-30;11:45:00;четвер;місто;Львів;Сихівський;вулиця;Полуботка П.;31;null;зіткнення бокове;виїзд на смугу зустрічного руху;2;без ушкоджень;легко травмований;null;null;null;null;49.791727;24.070417
2023-03-05;19:34:00;неділя;місто;Львів;Галицький;вулиця;Дорошенка П.;44;null;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;неочікуваний вихід на проїзну частину;2;без ушкоджень;легко травмований;null;null;null;null;49.837488;24.0224
2023-02-15;8:56:00;середа;місто;Львів;Франківський;вулиця;Симоненка В.;4;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.8096;23.988401
2023-03-06;11:17:00;понеділок;місто;Львів;Франківський;вулиця;Бандери С.;51;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.834727;24.010416
2023-02-16;10:10:00;четвер;місто;Львів;Личаківський;вулиця;Глинянський Тракт;68;null;зіткнення бокове;недодержання дистанції;2;без ушкоджень;легко травмований;null;null;null;null;49.840235;24.084933
2023-03-12;13:25:00;неділя;місто;Львів;Залізничний;вулиця;Чернівецька;9;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.837519;23.999264
2023-02-18;19:03:00;субота;місто;Львів;Залізничний;вулиця;Широка;65б;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування, недодержання дистанції;2;без ушкоджень;помер у лікарні протягом 30 діб;null;null;null;null;49.841885;23.970038
2023-03-22;9:47:00;середа;місто;Львів;Франківський;вулиця;Наукова;null;вул. Наукова - вул. Княгині Ольги;зіткнення бокове;порушення правил маневрування;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.80412;23.997359
2023-02-27;19:50:00;понеділок;місто;Львів;Личаківський;вулиця;Богданівська;100;null;зіткнення бокове;перевищення безпечної швидкості;4;без ушкоджень;без ушкоджень;легко травмований;легко травмований;null;null;49.85341079170039;24.077378947110233
2023-03-23;19:10:00;четвер;місто;Львів;Франківський;вулиця;Поліщука В.;null;вул. Боберського І. - вул. Поліщука В.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.831595;23.993025
2023-02-25;13:31:00;субота;місто;Львів;Галицький;вулиця;Листопадового Чину;14;null;наїзд на пішохода - пішохід рухався у попутному напрямку;перевищення безпечної швидкості;2;без ушкоджень;тяжко травмований;null;null;null;null;49.840062;24.019858
2023-03-01;12:16:00;середа;місто;Львів;Сихівський;проспект;Червоної Калини, просп.;90;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;тяжко травмований;null;null;null;null;49.786113;24.058873
2023-03-15;12:38:00;середа;місто;Львів;Сихівський;вулиця;Зелена;298;null;наїзд на транспортний засіб, що стоїть - по ходу руху;недодержання дистанції, перевищення безпечної швидкості, порушення правил маневрування;2;легко травмований;легко травмований;null;null;null;null;49.792164;24.074306
2023-03-13;20:22:00;понеділок;місто;Львів;Шевченківський;вулиця;Сеньковича Ф.;40;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;помер у лікарні протягом 30 діб;null;null;null;null;49.869041;24.018146
2023-02-21;13:28:00;вівторок;селище;Брюховичі;Шевченківський;вулиця;Смолиста;31;null;зіткнення бокове;перевищення безпечної швидкості;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.894828;23.946601
2023-03-05;16:17:00;неділя;місто;Львів;Личаківський;вулиця;Пасічна;51;null;зіткнення бокове;перевищення безпечної швидкості, недодержання дистанції, керування транспортним засобом у нетверезому стані;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.827965;24.071154
2023-03-02;23:01:00;четвер;місто;Львів;Личаківський;вулиця;Пекарська;21;null;зіткнення бокове;перевищення безпечної швидкості;5;без ушкоджень;без ушкоджень;без ушкоджень;легко травмований;легко травмований;null;49.838124;24.040264
2023-02-24;19:10:00;п'ятниця;місто;Львів;Франківський;вулиця;Кульпарківська;143;null;зіткнення бокове;керування транспортним засобом у нетверезому стані, перевищення безпечної швидкості, недодержання дистанції;4;без ушкоджень;без ушкоджень;без ушкоджень;легко травмований;null;null;49.804009;23.980987
2023-02-27;21:01:00;понеділок;місто;Львів;Шевченківський;вулиця;Брюховицька;null;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.872388;23.95954
2023-03-27;20:10:00;понеділок;селище;Рудне;Залізничний;вулиця;Шевченка Т.;139;null;зіткнення бокове;виїзд на смугу зустрічного руху, порушення правил маневрування, керування транспортним засобом у нетверезому стані;4;без ушкоджень;без ушкоджень;легко травмований;легко травмований;null;null;49.842525;23.860894
2023-03-26;18:06:00;неділя;місто;Львів;Франківський;вулиця;Сулими І.;null;null;зіткнення бокове;порушення правил проїзду перехресть;3;без ушкоджень;легко травмований;легко травмований;null;null;null;49.829747;23.979678
2023-03-19;19:30:00;неділя;місто;Львів;Галицький;вулиця;Торгова;11;null;зіткнення бокове;порушення правил маневрування;2;легко травмований;тяжко травмований;null;null;null;null;49.844971;24.025453
2023-03-26;15:28:00;неділя;місто;Львів;Сихівський;вулиця;Боднарська;2;null;падіння пасажира;порушення правил маневрування;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.80072;24.020029
2023-03-29;8:43:00;середа;місто;Львів;Залізничний;вулиця;Петлюри С.;22;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.820587;23.978267
2023-02-19;20:28:00;неділя;місто;Львів;Франківський;вулиця;Княгині Ольги;5б;null;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;тяжко травмований;null;null;null;null;49.823359;24.007337
2023-02-16;9:40:00;четвер;місто;Львів;Личаківський;вулиця;Зелена;72;null;наїзд на транспортний засіб, що стоїть - по ходу руху;порушення правил зупинки і стоянки транспортного засобу;2;без ушкоджень;легко травмований;null;null;null;null;49.829;24.044867
2023-05-27;20:06:00;субота;місто;Львів;Франківський;вулиця;Стрийська;264;null;падіння пасажира;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.774114;24.013882
2023-05-16;19:49:00;вівторок;місто;Львів;Галицький;вулиця;Підвальна;null;вул. Підвальна - вул. Руська;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил обгону;2;без ушкоджень;тяжко травмований;null;null;null;null;49.842013;24.035221
2023-05-20;21:57:00;субота;місто;Львів;Сихівський;вулиця;Стрийська;61;null;зіткнення лобове;перевищення безпечної швидкості;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.795045;24.01673
2023-06-15;20:52:00;четвер;місто;Львів;Франківський;вулиця;Наукова;51;null;перекидання тз;перевищення безпечної швидкості;1;легко травмований;null;null;null;null;null;49.804906;23.987677
2023-05-16;20:18:00;вівторок;місто;Львів;Залізничний;вулиця;Сяйво;11а;null;зіткнення бокове;порушення правил проїзду перехресть;2;без ушкоджень;легко травмований;null;null;null;null;49.836273;23.977007
2023-05-26;19:14:00;п'ятниця;місто;Львів;Шевченківський;вулиця;Висока;6;null;наїзд на пішохода - стояв на проїздній частині;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.87317;24.017648
2023-05-24;16:44:00;середа;селище;Рудне;Залізничний;вулиця;Грушевського М.;117;null;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;тяжко травмований;null;null;null;null;49.838474;23.861645
2023-05-18;22:01:00;четвер;місто;Львів;Сихівський;проспект;Червоної Калини, просп.;91ф;null;перекидання тз;перевищення безпечної швидкості;1;легко травмований;null;null;null;null;null;49.790474;24.060193
2023-05-17;21:19:00;середа;місто;Львів;Сихівський;вулиця;Зубрівська;7а;null;наїзд на інші види перешкод;перевищення встановленої швидкості;2;без ушкоджень;тяжко травмований;null;null;null;null;49.79769;24.063481
2023-05-31;23:20:00;середа;місто;Львів;Личаківський;вулиця;Мечникова І.;12;null;наїзд на інші види перешкод;перевищення безпечної швидкості;1;легко травмований;null;null;null;null;null;49.834962;24.052645
2023-06-15;16:15:00;четвер;місто;Львів;Галицький;вулиця;Франка І.;null;вул. Франка І. - вул. Богомольця О., акад.;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;без ушкоджень;легко травмований;null;null;null;null;49.837588;24.035087
2023-05-10;17:31:00;середа;місто;Львів;Сихівський;вулиця;Кос-Анатольського А.;8;null;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.789414;24.062135
2023-05-13;10:54:00;субота;село;Зашків;Шевченківський;вулиця;Коновальця Є.;114;null;наїзд на велосипедиста - поза межами велосипедної доріжки;перевищення безпечної швидкості, недодержання дистанції;2;без ушкоджень;легко травмований;null;null;null;null;49.954478;23.997145
2023-06-04;23:36:00;неділя;місто;Львів;Шевченківський;вулиця;Липинського В.;null;null;зіткнення з задньою частиною тз;порушення правил проїзду перехресть;4;без ушкоджень;без ушкоджень;легко травмований;легко травмований;null;null;49.860065;24.026864
2023-06-15;23:52:00;четвер;місто;Львів;Франківський;вулиця;Наукова;null;вул. Наукова - вул. Тролейбусна;наїзд на опори (леп, телефонних та телеграфних ліній, рекламоносіїв, щогли антен моб. зв'язку, тощо);невиконання вимог сигналів регулювання;4;без ушкоджень;легко травмований;легко травмований;легко травмований;null;null;49.803263;24.006425
2023-06-06;8:58:00;вівторок;місто;Львів;Залізничний;вулиця;Виговського І.;34;null;зіткнення бокове;порушення правил проїзду перехресть;2;без ушкоджень;легко травмований;null;null;null;null;49.824356;23.967603
2023-05-11;11:40:00;четвер;місто;Львів;Личаківський;вулиця;Хмельницького Б.;176;null;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил маневрування;2;без ушкоджень;легко травмований;null;null;null;null;49.8555;24.045119
2023-05-17;15:01:00;середа;місто;Львів;Сихівський;проспект;Святого Івана Павла ІІ, просп.;12б;null;зіткнення лобове;недодержання дистанції;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.800118;24.03461
2023-05-11;20:48:00;четвер;місто;Винники;Личаківський;вулиця;Забава;75;null;зіткнення бокове;порушення правил зупинки і стоянки транспортного засобу;2;без ушкоджень;легко травмований;null;null;null;null;49.806159;24.120435
2023-06-12;8:52:00;понеділок;місто;Винники;Личаківський;вулиця;Івасюка В.;31;null;зіткнення з задньою частиною тз;порушення правил маневрування;3;без ушкоджень;без ушкоджень;легко травмований;null;null;null;49.816835;24.136684
2023-05-12;19:34:00;п'ятниця;місто;Львів;Галицький;площа;Соборна, пл.;17;null;падіння пасажира;порушення правил маневрування, перевищення безпечної швидкості;2;без ушкоджень;легко травмований;null;null;null;null;49.838204;24.035178
