accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,latitude,longitude
2020-09-02,14:01:00,середа,місто,Львів,Галицький,вулиця,Дорошенка П.,75,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",недодержання дистанції,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.835484,24.019482
2020-07-27,10:30:00,понеділок,місто,Львів,Сихівський,вулиця,Драгана М.,null,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.784922,24.05875
2020-08-31,20:29:00,понеділок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,335,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,тяжко травмований,,null,null,null,null,null,null,49.872762,23.929021
2020-08-27,14:30:00,четвер,місто,Львів,Франківський,вулиця,Княгині Ольги,5В,null,зіткнення бокове,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.822079,24.006436
2020-08-12,21:22:00,середа,місто,Львів,Залізничний,вулиця,Кульпарківська,null,Перехрестя вул. Кульпарківська - вул. Садова,зіткнення бокове,порушення правил проїзду перехресть,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.821414,23.988583
2020-08-08,19:53:00,субота,місто,Львів,Шевченківський,вулиця,Шевченка Т.,360,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.868903,23.953194
2020-07-30,14:01:00,четвер,місто,Львів,Сихівський,вулиця,Хуторівка,4Б,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.799449,24.030924
2020-08-25,18:29:00,вівторок,місто,Львів,Залізничний,вулиця,Кульпарківська,226А,null,зіткнення лобове,"перевищення безпечної швидкості,порушення правил маневрування",3,без ушкоджень,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.806654,23.97927
2020-08-17,19:30:00,понеділок,місто,Львів,Шевченківський,вулиця,Липинського В.,23,null,зіткнення бокове,недодержання дистанції,5,без ушкоджень,легко травмований,без ушкоджень,легко травмований,легко травмований,null,null,null,null,49.861521,24.027743
2020-08-19,8:10:00,середа,місто,Львів,Личаківський,вулиця,Тершаковців,2 А,null,зіткнення бокове,недодержання дистанції,3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,49.836455,24.041413
2020-08-19,22:57:00,середа,місто,Львів,Сихівський,вулиця,Сихівська,null,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,null,,null,null,null,null,null,null,49.795623,24.060005
2020-08-05,8:01:00,середа,місто,Львів,Залізничний,вулиця,Роксоляни,57,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.848461,23.961697
2020-08-21,15:25:00,п'ятниця,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",36,null,наїзд на пішохода - стояв на проїздній частині,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.799155,24.047045
2020-08-05,16:40:00,середа,місто,Львів,Франківський,вулиця,Володимира Великого,34,null,зіткнення бокове,"недодержання дистанції,керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.811092,23.993411
2020-08-30,12:50:00,неділя,місто,Львів,Галицький,вулиця,Франка І.,66,null,перекидання тз,порушення правил маневрування,1,легко травмований,null,,null,null,null,null,null,null,49.830457,24.03174
2020-06-13,10:05:00,субота,місто,Львів,Личаківський,вулиця,Вашингтона Дж.,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.815274,24.07524
2020-08-12,19:46:00,середа,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.835671,23.890607
2020-08-26,12:24:00,середа,місто,Львів,Личаківський,вулиця,Пасічна,64,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.824754,24.074923
2020-08-23,9:58:00,неділя,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",36,null,зіткнення бокове,невиконання вимог сигналів регулювання,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.800007,24.04698
2020-08-02,21:10:00,неділя,місто,Львів,Личаківський,вулиця,Личаківська,29,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"порушення правил проїзду пішохідних переходів,порушення правил маневрування",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.839954,24.042082
2020-08-22,20:15:00,субота,місто,Львів,Сихівський,вулиця,Стрийська,199,null,наїзд на інші види перешкод,недодержання дистанції,1,легко травмований,null,,null,null,null,null,null,null,49.774973,24.025898
2020-08-07,8:36:00,п'ятниця,місто,Львів,Франківський,вулиця,Володимира Великого,35А,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.80959,24.005224
2020-08-03,23:19:00,понеділок,місто,Львів,Франківський,вулиця,Наукова,null,Перехрестя вул. Наукова - вул. Стрийська,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.801849,24.017894
2020-08-22,21:01:00,субота,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",77,null,перекидання тз,перевищення безпечної швидкості,1,легко травмований,null,,null,null,null,null,null,null,49.795723,24.055402
2020-08-05,20:03:00,середа,місто,Львів,Шевченківський,вулиця,Жовківська,49А,null,зіткнення бокове,порушення правил маневрування,3,легко травмований,без ушкоджень,легко травмований,null,null,null,null,null,null,49.857706,24.03682
2020-08-19,8:01:00,середа,місто,Львів,Залізничний,вулиця,Повітряна,24,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"перевищення безпечної швидкості,порушення правил маневрування",4,легко травмований,легко травмований,легко травмований,без ушкоджень,null,null,null,null,null,49.845182,23.977162
2020-08-07,3:56:00,п'ятниця,місто,Львів,Сихівський,вулиця,Стрийська,35,null,падіння пасажира,порушення техніки безпеки пасажиром,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.816105,24.019965
2020-08-09,12:47:00,неділя,місто,Львів,Франківський,вулиця,Наукова,null,Перехрестя вул. Наукова - вул. Княгині Ольги,зіткнення бокове,порушення правил надання безперешкодного проїзду,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.804078,23.997381
2020-07-31,19:45:00,п'ятниця,місто,Львів,Личаківський,вулиця,Богданівська,83,null,зіткнення бокове,перевищення безпечної швидкості,1,легко травмований,null,,null,null,null,null,null,null,49.840377,24.085443
2020-09-02,8:37:00,середа,місто,Львів,Залізничний,вулиця,Городоцька,null,вул. Городоцька - вул. Чернівецька,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.836903,24.001726
2020-08-10,19:10:00,понеділок,місто,Львів,Сихівський,вулиця,Козельницька,null,Перехрестя  вул. Луганська - вул. Козельницька,зіткнення бокове,"порушення правил проїзду перехресть,керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.810989,24.024911
2020-09-01,23:22:00,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,317,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,,null,null,null,null,null,null,49.827427,23.950943
2020-08-09,2:35:00,неділя,місто,Львів,Франківський,вулиця,Кульпарківська,222А,null,наїзд на інші види перешкод,порушення правил маневрування,1,легко травмований,null,,null,null,null,null,null,null,49.807928,23.981953
2020-08-25,12:15:00,вівторок,місто,Львів,Залізничний,вулиця,Любінська,74,null,падіння пасажира,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.825443,23.979764
2020-07-29,0:30:00,середа,місто,Львів,Шевченківський,вулиця,Космічна,55,null,наїзд на інші види перешкод,"керування транспортним засобом у нетверезому стані,перевищення безпечної швидкості",3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.870082,24.043413
2020-07-29,10:40:00,середа,місто,Львів,Галицький,вулиця,Беринди П.,1,null,наїзд на інші види перешкод,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.840591,24.028242
2020-08-14,14:56:00,п'ятниця,місто,Львів,Франківський,вулиця,Стрийська,148,null,зіткнення бокове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.801932,24.017926
2020-09-01,21:33:00,вівторок,місто,Львів,Франківський,вулиця,Княгині Ольги,34А,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.823359,24.00613
2020-09-01,19:20:00,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",15А,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",2,без ушкоджень,тяжко травмований,,null,null,null,null,null,null,49.807007,24.046937
2020-09-01,15:01:00,вівторок,місто,Львів,Галицький,проспект,"Свободи, просп.",null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.842383,24.027572
2020-08-22,2:48:00,субота,місто,Львів,Залізничний,вулиця,Городоцька,219А,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.832748,23.980199
2020-08-26,19:01:00,середа,місто,Львів,Сихівський,вулиця,Луганська,null,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,49.811778,24.021971
2020-08-31,16:50:00,понеділок,місто,Львів,Личаківський,вулиця,Старознесенська,null,null,падіння пасажира,порушення техніки безпеки пасажиром,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.850215,24.066818
2020-08-16,22:10:00,неділя,місто,Львів,Франківський,вулиця,Кульпарківська,139,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.8061,23.981577
2020-08-05,15:48:00,середа,місто,Львів,Сихівський,вулиця,Зелена,151,null,зіткнення бокове,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.809874,24.061158
2020-08-08,12:20:00,субота,місто,Львів,Залізничний,вулиця,Кульпарківська,93А,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,"порушення правил маневрування,недодержання дистанції",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.822889,23.989511
2020-08-15,17:02:00,субота,місто,Львів,Галицький,вулиця,Замарстинівська,34,null,зіткнення бокове,недодержання дистанції,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.850481,24.027008
2020-08-17,23:05:00,понеділок,місто,Львів,Галицький,вулиця,Огієнка І.,16,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.841881,24.01872
2020-08-20,6:55:00,четвер,місто,Львів,Личаківський,вулиця,Пасічна,98,null,наїзд на велосипедиста - поза межами велосипедної доріжки,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.815823,24.077543
2020-08-16,14:35:00,неділя,місто,Львів,Галицький,вулиця,Галицька,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.839311,24.032464
2020-09-02,8:30:00,середа,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.877823,24.062848
2020-08-21,22:35:00,п'ятниця,місто,Львів,Галицький,вулиця,Городоцька,35,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.843037,24.02099
2020-08-10,10:18:00,понеділок,місто,Львів,Залізничний,вулиця,Ярослава Мудрого,5,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.840819,24.011291
2020-08-11,21:05:00,вівторок,місто,Львів,Галицький,вулиця,"Свободи, просп.",29,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.84239,24.026644
2020-08-17,4:40:00,понеділок,місто,Львів,Залізничний,вулиця,Щирецька,33,null,наїзд на інші види перешкод,"перевищення безпечної швидкості,недодержання дистанції",1,легко травмований,null,,null,null,null,null,null,null,49.809981,23.974571
2020-07-01,8:30:00,середа,місто,Львів,Франківський,вулиця,Окружна,22,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.830651,23.979136
2020-08-25,6:20:00,вівторок,місто,Львів,Личаківський,вулиця,Личаківська,16,null,зіткнення бокове,"порушення правил маневрування,перевищення безпечної швидкості",9,без ушкоджень,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,49.839858,24.039921
2020-08-19,0:20:00,середа,місто,Львів,Личаківський,вулиця,Личаківська,77,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.839788,24.050032
2020-08-26,12:13:00,середа,місто,Львів,Залізничний,вулиця,Городоцька,300,null,зіткнення бокове,недодержання дистанції,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.820757,23.913202
2020-08-27,12:40:00,четвер,місто,Львів,Франківський,вулиця,Кульпарківська,null,Кульпарківська - Щирецька,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.809078,23.982403
2020-09-17,17:04:00,четвер,місто,Львів,Сихівський,вулиця,Стрийська,null,вул. Стрийська - вул. Максимовича М.,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.794162,24.016371
2020-09-04,15:17:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Винниця,52,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.865183,23.976288
2020-09-14,14:42:00,понеділок,місто,Львів,Галицький,вулиця,Руставелі Ш.,null,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.830536,24.033859
2020-09-11,22:56:00,п'ятниця,місто,Львів,Сихівський,вулиця,Стрийська,109,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,помер на місці дтп,null,,null,null,null,null,null,null,49.78656,24.016408
2020-09-05,2:36:00,субота,місто,Львів,Франківський,вулиця,Стрийська,null,вул. Стрийська - вул. Наукова,зіткнення бокове,"невиконання вимог сигналів регулювання,керування транспортним засобом у нетверезому стані",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.801876,24.01798
2020-09-14,7:30:00,понеділок,місто,Львів,Галицький,вулиця,Словацького Ю.,18,null,зіткнення бокове,порушення правил проїзду перехресть,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.838809,24.022626
2020-09-07,20:15:00,понеділок,місто,Львів,Франківський,вулиця,Княгині Ольги,102,null,зіткнення бокове,недодержання дистанції,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.812477,23.999881
2020-09-11,22:40:00,п'ятниця,місто,Львів,Франківський,вулиця,Княгині Ольги,100,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.816717,24.002536
2020-09-04,12:12:00,п'ятниця,місто,Львів,Сихівський,вулиця,Стуса В.,22А,null,зіткнення лобове,"перевищення безпечної швидкості,недодержання дистанції,керування транспортним засобом у нетверезому стані",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.818558,24.043009
2020-09-15,8:40:00,вівторок,місто,Львів,Галицький,проспект,"Чорновола В., просп.",7,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.845102,24.025308
2020-09-04,21:17:00,п'ятниця,місто,Львів,Сихівський,вулиця,Стрийська,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"порушення правил проїзду пішохідних переходів,керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.776345,24.014246
2020-09-11,19:09:00,п'ятниця,місто,Львів,Франківський,вулиця,Княгині Ольги,null,null,падіння пасажира,порушення правил маневрування,1,легко травмований,null,,null,null,null,null,null,null,49.809659,23.999333
2020-09-16,12:01:00,середа,місто,Львів,Франківський,вулиця,"Чупринки Т., ген.",null,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.83355,24.014402
2020-09-03,23:32:00,четвер,місто,Львів,Залізничний,вулиця,Сяйво,23,null,наїзд на пішохода - на регульованому пішохідному переході,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,помер у лікарні протягом 30 діб,,null,null,null,null,null,null,49.83719,23.976942
2020-09-05,21:30:00,субота,місто,Львів,Франківський,вулиця,Княгині Ольги,32,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"неочікуваний вихід на проїзну частину,керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.822996,24.006752
2020-09-12,14:45:00,субота,місто,Львів,Сихівський,вулиця,Стрийська,75,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,помер на місці дтп,,null,null,null,null,null,null,49.791319,24.015749
2020-09-09,8:35:00,середа,місто,Львів,Галицький,вулиця,Свєнціцького І.,17,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.825346,24.036793
2020-09-11,17:01:00,п'ятниця,місто,Львів,Сихівський,вулиця,Луганська,null,null,зіткнення бокове,порушення правил проїзду перехресть,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,49.811736,24.021928
2020-09-07,8:59:00,понеділок,місто,Львів,Личаківський,вулиця,Франка І.,5,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.838768,24.035323
2020-09-15,22:05:00,вівторок,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",25А,null,наїзд на пішохода - пішохід рухався у попутному напрямку,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.872644,24.040591
2020-09-14,18:30:00,понеділок,місто,Львів,Личаківський,вулиця,Короленка В.,8,null,зіткнення бокове,порушення правил маневрування,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.840525,24.039159
2020-09-09,23:45:00,середа,місто,Львів,Франківський,вулиця,Стрийська,260,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,помер на місці дтп,,null,null,null,null,null,null,49.792039,24.015647
2020-09-17,15:25:00,четвер,місто,Львів,Сихівський,вулиця,Стрийська,109,null,"наїзд на транспортний засіб, що стоїть - по ходу руху","керування транспортним засобом у нетверезому стані,недодержання дистанції",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.786809,24.016355
2020-09-04,18:20:00,п'ятниця,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",33,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїзну частину,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.836682,23.892281
2020-09-05,6:45:00,субота,місто,Львів,Личаківський,вулиця,Хмельницького Б.,275,null,зіткнення бокове,порушення правил маневрування,5,легко травмований,легко травмований,легко травмований,легко травмований,без ушкоджень,null,null,null,null,49.874345,24.06118
2020-09-09,8:15:00,середа,місто,Львів,Личаківський,вулиця,Личаківська,null,вул. Личаківська - вул. Заньковецької,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїзну частину,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.840695,24.046508
2020-09-07,9:02:00,понеділок,місто,Львів,Сихівський,вулиця,Дібровна,null,Перехрестя вул. Дібровна - вул. Стуса В.,зіткнення бокове,"порушення правил маневрування,перевищення безпечної швидкості",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.821933,24.037254
2020-09-11,10:43:00,п'ятниця,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",93,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.862248,24.018211
2020-09-15,16:10:00,вівторок,місто,Львів,Личаківський,вулиця,Глинянський Тракт,165,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.843033,24.103189
2020-09-15,16:29:00,вівторок,місто,Львів,Галицький,вулиця,Зарицьких,2,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.829242,24.031166
2020-09-08,17:30:00,вівторок,місто,Львів,Франківський,вулиця,Антоновича В.,140,null,зіткнення бокове,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.825913,23.991061
2020-09-13,16:18:00,неділя,місто,Львів,Галицький,вулиця,Коперника М.,45,null,зіткнення бокове,недодержання дистанції,3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,null,null,49.832564,24.01842
2020-09-04,16:07:00,п'ятниця,місто,Львів,Галицький,вулиця,Снопківська,47,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.824626,24.037598
2020-09-13,14:34:00,неділя,місто,Львів,Сихівський,вулиця,Зелена,null,Перехрестя вул. Зелена - вул. Луганська,зіткнення бокове,порушення правил маневрування,2,легко травмований,без ушкоджень,,null,null,null,null,null,null,49.806938,24.061539
2020-09-18,8:05:00,п'ятниця,місто,Львів,Залізничний,вулиця,Зоряна,1,null,падіння пасажира,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.825079,23.979329
2020-09-11,13:50:00,п'ятниця,місто,Львів,Залізничний,вулиця,Виговського І.,15,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.826273,23.967791
2020-09-07,18:01:00,понеділок,місто,Львів,Галицький,вулиця,Кривоноса М.,null,null,перекидання тз,перевищення безпечної швидкості,1,легко травмований,null,,null,null,null,null,null,null,49.844978,24.037238
2020-09-09,16:45:00,середа,місто,Львів,Залізничний,вулиця,Шевченка Т.,136,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.851529,23.990697
2020-09-08,18:06:00,вівторок,місто,Львів,Личаківський,вулиця,Пасічна,68,null,зіткнення бокове,"перевищення безпечної швидкості,порушення правил маневрування",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.826062,24.072037
2020-09-21,21:10:00,понеділок,місто,Львів,Залізничний,вулиця,Білогорща,64,null,наїзд на інші види перешкод,"перевищення безпечної швидкості,керування транспортним засобом у нетверезому стані",2,легко травмований,легко травмований,,null,null,null,null,null,null,49.84432,23.943924
2020-09-22,20:35:00,вівторок,місто,Львів,Франківський,вулиця,Княгині Ольги,5Б,null,наїзд на пішохода - пішохід рухався у попутному напрямку,недодержання дистанції,2,без ушкоджень,помер у лікарні протягом 30 діб,,null,null,null,null,null,null,49.819857,24.008029
2020-09-26,20:59:00,субота,місто,Львів,Сихівський,вулиця,Мікльоша К.,null,null,наїзд на інші види перешкод,перевищення безпечної швидкості,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.783453,24.0171
2020-09-30,20:25:00,середа,місто,Львів,Сихівський,вулиця,Стрийська,35,null,зіткнення бокове,недодержання дистанції,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.815814,24.021832
2020-09-22,19:09:00,вівторок,місто,Львів,Галицький,вулиця,Підвальна,13,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,тяжко травмований,,null,null,null,null,null,null,49.844161,24.031815
2020-09-29,6:40:00,вівторок,місто,Львів,Франківський,вулиця,Стрийська,null,вул. Стрийська - вул. Наукова,зіткнення бокове,"порушення правил маневрування,недодержання дистанції",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.80189,24.017894
2020-09-29,21:30:00,вівторок,місто,Львів,Франківський,вулиця,Княгині Ольги,100,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.816537,24.00238
2020-09-25,19:47:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Леннона Дж.,35,null,наїзд на пішохода - на нерегульованому пішохідному переході,"порушення правил маневрування,перевищення безпечної швидкості",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.88195,24.0377
2020-09-28,13:07:00,понеділок,місто,Львів,Франківський,вулиця,Володимира Великого,51,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.809825,24.002321
2020-09-28,19:44:00,понеділок,місто,Львів,Шевченківський,вулиця,Єрошенка В.,7,null,зіткнення бокове,виїзд на смугу зустрічного руху,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.848848,24.001195
2020-09-30,7:10:00,середа,місто,Львів,Галицький,вулиця,Шпитальна,1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.844265,24.024514
2020-10-03,11:55:00,субота,місто,Львів,Личаківський,вулиця,Ярошинської Є.,null,вул. Ярошинської Є. - вул. Пасічна,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.822688,24.075036
2020-10-03,15:34:00,субота,місто,Львів,Шевченківський,вулиця,Шевченка Т.,340,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,,null,null,null,null,null,null,49.869052,23.956037
