accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,latitude,longitude
2021-01-09,11:54:00,субота,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",null,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,легко травмований,легко травмований,null,null,null,null,null,49.858128,24.020598
2021-01-09,15:30:00,субота,місто,Львів,Шевченківський,вулиця,Липинського В.,44,null,зіткнення бокове,"керування транспортним засобом у нетверезому стані,перевищення безпечної швидкості,недодержання дистанції",3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,49.863447,24.034175
2021-01-12,9:01:00,вівторок,місто,Львів,Личаківський,вулиця,Круп'ярська,9,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.839353,24.056261
2021-01-24,9:09:00,неділя,місто,Львів,Личаківський,вулиця,Хмельницького Б.,null,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,49.869774,24.057033
2021-01-19,8:25:00,вівторок,місто,Львів,Сихівський,вулиця,Навроцького В.,null,вул. Навроцького В. - вул. Зелена,зіткнення бокове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,49.809133,24.061239
2021-01-02,18:44:00,субота,місто,Львів,Франківський,вулиця,Городоцька,223,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.832301,23.979238
2021-01-24,0:25:00,неділя,місто,Львів,Франківський,вулиця,"Сахарова А., акад.",27,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",перевищення безпечної швидкості,3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,49.8231,24.01459
2021-01-23,21:24:00,субота,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",80,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,49.787713,24.05816
2021-01-24,21:50:00,неділя,місто,Львів,Залізничний,вулиця,Любінська,null,вул. Любінська - вул. Петлюри С.,зіткнення бокове,порушення правил проїзду перехресть,4,легко травмований,без ушкоджень,без ушкоджень,легко травмований,null,null,null,49.8241,23.977339
2021-01-21,16:44:00,четвер,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,231,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,49.866434,24.053986
2021-01-22,15:01:00,п'ятниця,місто,Львів,Франківський,вулиця,Копистинського Т.,null,вул. Копистинського Т. - вул. Кульпарківська,зіткнення бокове,"порушення правил маневрування,порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,null,null,null,null,null,49.828841,23.990128
2021-03-19,11:19:00,п'ятниця,місто,Львів,Франківський,вулиця,Тролейбусна,null,вул. Тролейбусна - вул. Трускавецька,зіткнення бокове,порушення правил проїзду перехресть,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,49.797832,24.005148
2021-03-09,19:04:00,вівторок,місто,Львів,Шевченківський,вулиця,Миколайчука І.,8,null,зіткнення бокове,"керування транспортним засобом у нетверезому стані,виїзд на смугу зустрічного руху,перевищення безпечної швидкості",2,без ушкоджень,легко травмований,null,null,null,null,null,49.871403,24.042479
2021-03-13,13:30:00,субота,місто,Львів,Сихівський,вулиця,Зелена,176,null,перекидання тз,перевищення безпечної швидкості,2,легко травмований,без ушкоджень,null,null,null,null,null,49.815497,24.060447
2021-03-17,10:15:00,середа,місто,Львів,Галицький,вулиця,Коперника М.,11,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.838436,24.026939
2021-03-09,22:05:00,вівторок,місто,Львів,Франківський,вулиця,Копистинського Т.,null,Перехрестя Копистинського Т.,зіткнення бокове,порушення правил проїзду перехресть,4,легко травмований,легко травмований,легко травмований,легко травмований,null,null,null,49.829266,23.987644
2021-03-10,17:45:00,середа,місто,Львів,Сихівський,вулиця,Довженка О.,null,null,наїзд на пішохода,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.797296,24.052897
2021-03-05,23:33:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Миколайчука І.,null,"вул. Миколайчука І. - вул. Мазепи І., гетьм.",наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу,"порушення правил маневрування,керування транспортним засобом у нетверезому стані",2,легко травмований,без ушкоджень,null,null,null,null,null,49.872291,24.042206
2021-03-15,9:05:00,понеділок,місто,Львів,Франківський,вулиця,Народна,5,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.829568,23.987194
2021-03-16,20:08:00,вівторок,місто,Львів,Залізничний,вулиця,Виговського І.,10,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.829221,23.967823
2021-03-23,18:30:00,вівторок,місто,Львів,Личаківський,вулиця,Личаківська,75,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.840228,24.050365
2021-03-09,21:22:00,вівторок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",101,null,наїзд на пішохода,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.865649,24.016703
2021-02-23,11:56:00,вівторок,місто,Львів,Франківський,вулиця,Княгині Ольги,100,null,зіткнення бокове,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,49.815907,24.001994
2021-03-23,20:25:00,вівторок,місто,Львів,Личаківський,вулиця,Пасічна,null,вул. Пасічна - вул. Лисеницька,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,49.81652,24.077396
2021-03-26,13:30:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,271,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.87327,24.059597
2021-03-12,4:30:00,п'ятниця,місто,Львів,Залізничний,вулиця,Сяйво,12,null,наїзд на інші види перешкод,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,49.839041,23.978208
2021-03-03,12:47:00,середа,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",2,null,наїзд на пішохода,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.869968,24.028462
2021-03-19,19:28:00,п'ятниця,місто,Львів,Залізничний,вулиця,Городоцька,234,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїзну частину,2,без ушкоджень,помер на місці дтп,null,null,null,null,null,49.826789,23.94688
2021-03-14,17:50:00,неділя,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",67,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,49.859539,24.01915
2021-03-13,6:29:00,субота,місто,Львів,Залізничний,вулиця,Шевченка Т.,107,null,зіткнення бокове,"перевищення безпечної швидкості,керування транспортним засобом у нетверезому стані",3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,49.850384,23.99259
2021-03-27,21:44:00,субота,місто,Львів,Франківський,вулиця,Тролейбусна,13,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції,керування транспортним засобом у нетверезому стані",2,без ушкоджень,тяжко травмований,null,null,null,null,null,49.796873,24.005787
2021-03-22,15:30:00,понеділок,місто,Львів,Шевченківський,вулиця,"Чорновола В., просп.",63,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",2,без ушкоджень,легко травмований,null,null,null,null,null,49.858363,24.019825
2021-02-21,16:45:00,неділя,місто,Львів,Личаківський,вулиця,Хмельницького Б.,275,null,зіткнення лобове,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,49.87421,24.06155
2021-02-26,18:09:00,п'ятниця,місто,Львів,Залізничний,вулиця,Городоцька,null,вул. Городоцька - вул. Каховська,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.826767,23.947652
2021-03-17,20:30:00,середа,місто,Львів,Сихівський,вулиця,Хлібна,null,вул. Хлібна - вул. Вашингтона Дж.,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.815271,24.069269
2021-03-02,13:39:00,вівторок,місто,Львів,Франківський,вулиця,Стрийська,202,null,наїзд на пішохода,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.79857,24.017106
2021-03-17,18:30:00,середа,місто,Львів,Сихівський,вулиця,Сихівська,42,null,зіткнення бокове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,49.795921,24.061732
2021-03-26,18:30:00,п'ятниця,місто,Львів,Франківський,вулиця,Володимира Великого,null,Перехрестя вул. Володимира Великого - вул. Симоменка В.,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.811494,23.989195
2021-03-15,10:50:00,понеділок,місто,Львів,Франківський,вулиця,Володимира Великого,111,null,падіння пасажира,порушення правил зупинки і стоянки транспортного засобу,2,без ушкоджень,легко травмований,null,null,null,null,null,49.810708,23.991137
2021-03-12,12:30:00,п'ятниця,місто,Львів,Галицький,вулиця,Франка І.,2,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.837809,24.034857
2021-03-14,3:10:00,неділя,місто,Львів,Шевченківський,вулиця,Золота,10,null,наїзд на інші види перешкод,"перевищення безпечної швидкості,керування транспортним засобом у нетверезому стані",2,легко травмований,легко травмований,null,null,null,null,null,49.847897,24.01128
2021-03-27,16:47:00,субота,місто,Львів,Сихівський,вулиця,Хуторівка,2,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.800682,24.021193
2021-03-18,16:20:00,четвер,місто,Львів,Залізничний,вулиця,Виговського І.,55,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.815305,23.974609
2021-03-25,11:05:00,четвер,місто,Львів,Личаківський,вулиця,Зелена,111,null,зіткнення бокове,"порушення правил маневрування,порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,null,null,null,null,null,49.822747,24.053836
2021-03-23,18:10:00,вівторок,місто,Львів,Залізничний,вулиця,Залізнична,25,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.848821,23.997122
2021-03-05,14:03:00,п'ятниця,місто,Львів,Сихівський,вулиця,Хуторівка,4Б,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,49.799598,24.026939
2021-03-21,21:06:00,неділя,місто,Львів,Сихівський,вулиця,Зелена,251,null,наїзд на інші види перешкод,порушення правил утримання автодоріг та вулиць,3,без ушкоджень,без ушкоджень,помер на місці дтп,null,null,null,null,49.806443,24.063765
2021-03-16,17:01:00,вівторок,місто,Львів,Сихівський,вулиця,"Буйка П., проф.",6,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.812463,24.032373
2021-03-06,12:55:00,субота,місто,Львів,Франківський,вулиця,Наукова,29,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,49.804265,23.992682
2021-03-18,12:30:00,четвер,місто,Львів,Сихівський,вулиця,Героїв Крут,15,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,3,легко травмований,без ушкоджень,легко травмований,null,null,null,null,49.814405,24.042651
2021-03-19,14:50:00,п'ятниця,місто,Львів,Франківський,вулиця,"Сахарова А., акад.",19,null,зіткнення з задньою частиною тз,недодержання дистанції,2,без ушкоджень,легко травмований,null,null,null,null,null,49.825754,24.010749
2021-03-22,9:30:00,понеділок,місто,Львів,Сихівський,вулиця,Липова Алея,15,null,"наїзд на транспортний засіб, що стоїть - по ходу руху","перевищення безпечної швидкості,недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,49.818745,24.050352
2021-03-07,2:01:00,неділя,місто,Львів,Галицький,вулиця,Галицька,12А,null,зіткнення бокове,"недодержання дистанції,керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,null,null,null,null,null,49.839276,24.032044
2021-05-12,18:48:00,середа,місто,Львів,Шевченківський,вулиця,Липинського В.,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.857142,24.022368
2021-05-20,22:15:00,четвер,місто,Львів,Сихівський,вулиця,Стрийська,null,Перехрестя вул. Стрийська - вул. Мікльоша К.,наїзд на пішохода - пішохід рухався у зустрічному напрямку,"керування транспортним засобом у нетверезому стані,перевищення безпечної швидкості",2,без ушкоджень,помер на місці дтп,null,null,null,null,null,49.783709,24.014225
2021-05-20,21:11:00,четвер,місто,Львів,Франківський,вулиця,Кульпарківська,null,Перехрестя вул. Кульпарківська - вул. Трускавецька,"наїзд на транспортний засіб, що стоїть - по ходу руху","порушення правил маневрування,перевищення безпечної швидкості,недодержання дистанції",2,легко травмований,без ушкоджень,null,null,null,null,null,49.801207,23.980324
2021-05-01,13:01:00,субота,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",93,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.862136,24.018559
2021-05-25,18:01:00,вівторок,місто,Львів,Сихівський,вулиця,Угорська,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,3,без ушкоджень,тяжко травмований,легко травмований,null,null,null,null,49.811761,24.04168
2021-05-26,9:45:00,середа,місто,Львів,Сихівський,вулиця,Скорини Ф.,6А,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.798138,24.020038
2021-05-19,11:59:00,середа,місто,Львів,Сихівський,вулиця,Луганська,null,Перехрестя вул. Луганська - вул. Стрийська,наїзд на інші види перешкод,перевищення безпечної швидкості,3,помер на місці дтп,тяжко травмований,тяжко травмований,null,null,null,null,49.811937,24.019547
2021-05-13,8:07:00,четвер,місто,Львів,Залізничний,вулиця,Рудненська,28,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.835945,23.962373
2021-05-28,8:01:00,п'ятниця,місто,Львів,Личаківський,вулиця,Пасічна,23,null,наїзд на пішохода,"порушення правил проїзду пішохідних переходів,порушення правил обгону,керування транспортним засобом у нетверезому стані",3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,49.833308,24.067735
2021-05-03,2:10:00,понеділок,місто,Львів,Франківський,вулиця,Кульпарківська,78,null,зіткнення бокове,невиконання вимог сигналів регулювання,5,легко травмований,легко травмований,без ушкоджень,без ушкоджень,легко травмований,null,null,49.825429,23.98979
2021-05-29,13:41:00,субота,місто,Львів,Франківський,вулиця,Симоненка В.,20,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.806502,23.986925
2021-05-17,18:19:00,понеділок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,200,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції,керування транспортним засобом у нетверезому стані",4,легко травмований,без ушкоджень,без ушкоджень,без ушкоджень,null,null,null,49.858936,23.973082
2021-05-24,18:27:00,понеділок,місто,Львів,Шевченківський,вулиця,Базарна,11,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,"перевищення безпечної швидкості,порушення правил маневрування",2,без ушкоджень,легко травмований,null,null,null,null,null,49.846334,24.01871
2021-05-21,11:20:00,п'ятниця,місто,Львів,Франківський,вулиця,Київська,null,Перехрестя вул. Київська - вул. Здоров’я,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.832813,24.010684
2021-05-24,21:29:00,понеділок,місто,Львів,Галицький,проспект,"Чорновола В., просп.",null,"Перехрестя Чорновола В., просп. - вул. Вагова",наїзд на пішохода - пішохід рухався у попутному напрямку,"порушення правил маневрування,недодержання дистанції",2,без ушкоджень,легко травмований,null,null,null,null,null,49.845258,24.025372
2021-05-11,0:37:00,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",50,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,49.796686,24.052548
2021-05-10,17:50:00,понеділок,місто,Львів,Шевченківський,вулиця,Промислова,null,вул. Промислова - вул. Липинського В.,зіткнення бокове,порушення правил маневрування,3,легко травмований,без ушкоджень,легко травмований,null,null,null,null,49.865196,24.044266
2021-05-19,15:10:00,середа,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",93,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.862454,24.01842
2021-05-05,19:43:00,середа,місто,Львів,Залізничний,вулиця,Городоцька,245,null,зіткнення з задньою частиною тз,"перевищення безпечної швидкості,недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,49.83119,23.971331
2021-05-28,13:17:00,п'ятниця,місто,Львів,Сихівський,вулиця,Хуторівка,5,null,наїзд на пішохода,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.801641,24.020421
2021-05-14,13:50:00,п'ятниця,місто,Львів,Галицький,вулиця,Шевченка Т.,12,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,49.837398,24.031359
2021-05-14,22:11:00,п'ятниця,місто,Львів,Галицький,вулиця,Коперника М.,29,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,49.834081,24.019615
2021-05-22,20:12:00,субота,місто,Львів,Залізничний,вулиця,Любінська,null,Перехрестя вул. Любінська - вул. Виговського І.,зіткнення бокове,порушення правил проїзду перехресть,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,49.820684,23.968928
2021-05-16,9:35:00,неділя,місто,Львів,Личаківський,вулиця,Личаківська,null,Перехрестя вул. Личаківська - вул. Чехова А.,зіткнення бокове,порушення правил проїзду перехресть,2,легко травмований,без ушкоджень,null,null,null,null,null,49.839977,24.042206
2021-05-17,7:55:00,понеділок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",13А,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,49.812311,24.045682
2021-05-26,11:47:00,середа,місто,Львів,Галицький,вулиця,Коперника М.,22,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.838155,24.026091
2021-05-08,0:25:00,субота,місто,Львів,Шевченківський,вулиця,Липинського В.,null,"Перехрестя вул. Липинського В. - Чорновола В., просп.","наїзд на транспортний засіб, що стоїть - по ходу руху",перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,49.857035,24.021821
2021-05-25,18:20:00,вівторок,місто,Львів,Шевченківський,вулиця,Миколайчука І.,9,null,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.872423,24.042131
2021-05-17,10:07:00,понеділок,місто,Львів,Франківський,вулиця,Княгині Ольги,null,"Перехрестя вул. Княгині Ольги - вул. Сахарова  А., акад.",наїзд на пішохода - пішохід рухався у зустрічному напрямку,неочікуваний вихід на проїзну частину,2,легко травмований,null,null,null,null,null,null,49.826792,24.010395
2021-05-14,16:59:00,п'ятниця,місто,Львів,Залізничний,вулиця,Вернигори,12,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,помер по дорозі в лікарню,null,null,null,null,null,49.840359,24.005916
2021-05-21,21:57:00,п'ятниця,місто,Львів,Личаківський,вулиця,Личаківська,14,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,"порушення правил проїзду пішохідних переходів,порушення правил маневрування",2,без ушкоджень,легко травмований,null,null,null,null,null,49.839857,24.040879
2021-04-30,17:20:00,п'ятниця,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",59,null,зіткнення з задньою частиною тз,"порушення правил маневрування,порушення правил проїзду перехресть",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,49.796575,24.053771
2021-05-13,15:59:00,четвер,місто,Львів,Сихівський,вулиця,Козельницька,1А,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.814879,24.025614
2021-05-21,16:22:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,2,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,49.85137,24.030275
2021-05-04,22:10:00,вівторок,місто,Львів,Сихівський,вулиця,Зелена,349,null,наїзд на інші види перешкод,перевищення безпечної швидкості,2,легко травмований,легко травмований,null,null,null,null,null,49.794242,24.074713
2021-05-08,17:40:00,субота,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,269,null,зіткнення бокове,порушення правил маневрування,3,легко травмований,помер на місці дтп,легко травмований,null,null,null,null,49.872416,24.058524
2021-05-16,7:01:00,неділя,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",null,"Перехрестя Чорновола В.,просп. - вул. Хімічна",наїзд на інші види перешкод,перевищення безпечної швидкості,2,легко травмований,легко травмований,null,null,null,null,null,49.853677,24.023119
2021-05-21,12:15:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,102,null,зіткнення з задньою частиною тз,недодержання дистанції,3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,49.853649,24.040731
2021-05-09,12:25:00,неділя,місто,Львів,Залізничний,вулиця,Патона Є.,2/5,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.822698,23.965401
2021-05-26,10:35:00,середа,місто,Львів,Франківський,вулиця,Володимира Великого,22,null,наїзд на велосипедиста - поза межами велосипедної доріжки,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,49.810331,24.000921
2021-05-10,19:15:00,понеділок,місто,Львів,Галицький,проспект,"Свободи, просп.",28,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції",2,без ушкоджень,легко травмований,null,null,null,null,null,49.843909,24.026134
2021-05-28,19:40:00,п'ятниця,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",60,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,49.793247,24.057881
2021-05-06,10:25:00,четвер,місто,Львів,Шевченківський,вулиця,Липинського В.,28,null,зіткнення бокове,невиконання вимог сигналів регулювання,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,49.861576,24.0285
2021-05-12,12:40:00,середа,місто,Львів,Сихівський,вулиця,Пасічна,127,null,зіткнення бокове,порушення правил маневрування,2,легко травмований,легко травмований,null,null,null,null,null,49.808365,24.077922
2021-05-17,18:29:00,понеділок,місто,Львів,Франківський,вулиця,Куликівська,20,null,зіткнення бокове,перевищення безпечної швидкості,3,легко травмований,легко травмований,легко травмований,null,null,null,null,49.822531,24.010145
2021-05-23,9:20:00,неділя,місто,Львів,Личаківський,вулиця,Зелена,null,Перехрестя вул. Зелена - вул. Керченська,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,49.823096,24.053246
2021-05-14,23:35:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т.,22,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.842973,24.015572
2021-05-28,11:15:00,п'ятниця,місто,Львів,Франківський,вулиця,"Сахарова А., акад.",76,null,зіткнення бокове,"перевищення безпечної швидкості,недодержання дистанції,керування транспортним засобом у нетверезому стані",3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,49.822176,24.016049
2021-05-03,15:15:00,понеділок,місто,Львів,Франківський,вулиця,Княгині Ольги,114,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.806609,23.998647
2021-05-17,21:16:00,понеділок,місто,Львів,Галицький,вулиця,Хмельницького Б.,3,null,зіткнення лобове,"порушення правил обгону,виїзд на смугу зустрічного руху",4,легко травмований,без ушкоджень,без ушкоджень,легко травмований,null,null,null,49.845081,24.02924
2021-04-30,14:28:00,п'ятниця,місто,Львів,Залізничний,вулиця,Повітряна,34,null,наїзд на інші види перешкод,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,49.845019,23.976004
2021-05-15,12:30:00,субота,місто,Львів,Франківський,вулиця,Наукова,116,null,зіткнення бокове,недодержання дистанції,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,49.805512,23.983557
2021-05-27,19:35:00,четвер,місто,Львів,Шевченківський,вулиця,Лінкольна А.,6,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил обгону,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,49.864816,24.028768
2021-05-24,19:30:00,понеділок,місто,Львів,Галицький,вулиця,Городоцька,127,null,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,null,null,null,null,null,49.83764,24.005508
2021-05-08,20:01:00,субота,місто,Львів,Шевченківський,вулиця,Липинського В.,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.862624,24.030297
2021-05-29,18:46:00,субота,місто,Львів,Личаківський,вулиця,Погулянка,4,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,49.829263,24.0514
