accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,injuryStatusParticipant10,injuryStatusParticipant11,latitude,longitude
2022-07-09,15:33:00,субота,місто,Львів,Сихівський,вулиця,Сихівська,16а,null,наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.794782,24.064575
2022-06-09,22:43:00,четвер,місто,Львів,Франківський,вулиця,Кульпарківська,null,вул. Кульпарківська - вул. Антоновича В.,зіткнення бокове,невиконання вимог сигналів регулювання,3,без ушкоджень,легко травмований,тяжко травмований,null,null,null,null,null,null,null,null,49.825394,23.989801
2022-06-21,11:17:00,вівторок,місто,Львів,Залізничний,вулиця,Левандівська,null,вул. Левандівська - вул. Повітряна,зіткнення бокове,"перевищення безпечної швидкості, недодержання дистанції",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.846206,23.988637
2022-07-16,12:43:00,субота,місто,Львів,Франківський,вулиця,Аркаса М.,18,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.81471,24.006672
2022-06-07,14:25:00,вівторок,місто,Львів,Галицький,вулиця,Городоцька,2,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.844403,24.025152
2022-07-10,15:57:00,неділя,місто,Львів,Галицький,вулиця,Дорошенка П.,1,null,наїзд на пішохода - стояв на проїздній частині,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.840363,24.027502
2022-06-14,14:08:00,вівторок,село,Малехів,Шевченківський,вулиця,Київська,null,готель Марс,зіткнення бокове,"перевищення безпечної швидкості, недодержання дистанції",6,легко травмований,легко травмований,легко травмований,легко травмований,тяжко травмований,тяжко травмований,null,null,null,null,null,49.886174,24.078684
2022-06-26,21:52:00,неділя,місто,Львів,Галицький,вулиця,Листопадового Чину,7,null,"наїзд на опори (леп, телефонних та телеграфних ліній, рекламоносіїв, щогли антен мобільного зв'язку, тощо)",порушення правил маневрування,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.837882,24.015647
2022-06-16,11:33:00,четвер,місто,Львів,Личаківський,вулиця,Хмельницького Б.,311,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.874874,24.061636
2022-06-17,19:53:00,п'ятниця,місто,Львів,Сихівський,вулиця,Сихівська,8,null,наїзд на інші види перешкод,порушення правил маневрування,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.79474,24.065037
2022-06-30,10:13:00,четвер,місто,Львів,Франківський,вулиця,Княгині Ольги,null,"вул. Княгині Ольги - вул. Сахарова А., акад.",зіткнення бокове,"перевищення безпечної швидкості, недодержання дистанції",6,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,null,null,49.828799,24.012637
2022-06-30,18:01:00,четвер,село,Малехів,Шевченківський,вулиця,Київська,13,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.883737,24.075208
2022-06-24,22:15:00,п'ятниця,місто,Львів,Сихівський,вулиця,Гориня М.,2а,null,наїзд на пішохода - стояв на проїздній частині,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.788981,24.054104
2022-06-21,18:10:00,вівторок,місто,Львів,Галицький,проспект,"Шевченка Т., просп.",20,null,наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці,"порушення правил маневрування, перевищення безпечної швидкості, керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.836723,24.031622
2022-06-25,23:10:00,субота,місто,Львів,Залізничний,вулиця,Залізнична,14а,null,зіткнення бокове,"перевищення безпечної швидкості, невиконання вимог сигналів регулювання",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.838168,24.001422
2022-07-21,15:25:00,четвер,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",95,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"порушення правил маневрування, керування транспортним засобом у нетверезому стані",2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.863703,24.017755
2022-07-14,14:39:00,четвер,місто,Львів,Галицький,вулиця,Зернова,7,null,наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.846318,24.02483
2022-06-17,12:50:00,п'ятниця,місто,Львів,Сихівський,вулиця,Зелена,null,ДБК,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.80527,24.06263
2022-06-11,6:40:00,субота,місто,Львів,Франківський,вулиця,Кульпарківська,null,вул. Кульпарківська - вул. Перфецького Л.,зіткнення бокове,"перевищення безпечної швидкості, недодержання дистанції",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.814938,23.985676
2022-07-20,19:26:00,середа,місто,Львів,Личаківський,вулиця,Зелена,96,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,тяжко травмований,null,null,null,null,null,null,null,null,null,null,49.827097,24.043751
2022-07-25,8:01:00,понеділок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",45,null,зіткнення бокове,перевищення безпечної швидкості,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,49.855154,24.022341
2022-06-16,7:30:00,четвер,місто,Львів,Личаківський,вулиця,Глинянський Тракт,23,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,легко травмований,тяжко травмований,null,null,null,null,null,null,null,null,49.836938,24.073893
2022-06-29,10:55:00,середа,місто,Львів,Сихівський,вулиця,Демнянська,null,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.800373,24.027908
2022-06-06,8:43:00,понеділок,місто,Львів,Залізничний,вулиця,Городоцька,284,null,зіткнення бокове,"порушення правил маневрування, перевищення безпечної швидкості, порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.8225706,23.9242501
2022-06-24,19:52:00,п'ятниця,місто,Львів,Залізничний,вулиця,Городоцька,300,null,зіткнення бокове,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.821216,23.917854
2022-06-21,15:01:00,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,302,null,наїзд на інші види перешкод,порушення правил маневрування,1,тяжко травмований,null,null,null,null,null,null,null,null,null,null,49.82527,23.91125
2022-09-25,15:20:00,неділя,місто,Львів,Франківський,вулиця,Наукова,7д,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.803525,24.001189
2022-10-08,12:38:00,субота,місто,Винники,Личаківський,вулиця,Галицька,12,null,зіткнення лобове,перевищення безпечної швидкості,5,без ушкоджень,легко травмований,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,49.817745,24.130558
2022-10-08,18:50:00,субота,місто,Львів,Франківський,вулиця,Стрийська,78,null,зіткнення бокове,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.819587,24.019686
2022-10-03,15:27:00,понеділок,місто,Львів,Личаківський,площа,"Митна, пл.",1,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.839737,24.036289
2022-09-23,17:03:00,п'ятниця,місто,Львів,Залізничний,площа,"Двірцева, пл.",4,null,наїзд на пішохода - стояв на проїздній частині,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.837568,24.000254
2022-09-29,11:01:00,четвер,місто,Львів,Шевченківський,вулиця,Грінченка Б.,5,null,наїзд на пішохода,порушення правил проїзду пішохідних переходів,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,49.871424,24.053482
2022-09-15,20:45:00,четвер,місто,Львів,Залізничний,вулиця,Городоцька,82,null,наїзд на пішохода - на нерегульованому пішохідному переході,неочікуваний вихід на проїзну частину,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.838193,24.006972
2022-10-20,21:05:00,четвер,місто,Львів,Залізничний,вулиця,Городоцька,249,null,наїзд на пішохода - пішохід на зупинці громадського транспорту,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.830682,23.968922
2022-10-05,17:30:00,середа,місто,Львів,Личаківський,вулиця,"Бобанича Т. ""Хаммера""",1,null,зіткнення бокове,порушення правил маневрування,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.842667,24.040843
2022-09-16,23:15:00,п'ятниця,місто,Львів,Галицький,вулиця,Героїв Майдану,18,null,"наїзд на транспортний засіб, що стоїть - по ходу руху","перевищення безпечної швидкості, недодержання дистанції",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.82899,24.01843
2022-09-20,20:09:00,вівторок,місто,Львів,Сихівський,вулиця,Зелена,184а,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.814177,24.059994
2022-09-13,12:11:00,вівторок,місто,Львів,Шевченківський,вулиця,Струмок,9,null,зіткнення бокове,порушення правил проїзду перехресть,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,49.858457,24.014933
2022-09-21,7:10:00,середа,місто,Львів,Личаківський,площа,"Митна, пл.",1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"порушення правил проїзду пішохідних переходів, перевищення безпечної швидкості",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.83974,24.036246
2022-09-16,20:19:00,п'ятниця,місто,Львів,Франківський,вулиця,Стрийська,148,null,зіткнення бокове,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.803036,24.018233
2022-09-30,14:30:00,п'ятниця,місто,Львів,Личаківський,вулиця,Пасічна,60,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,порушення правил проїзду пішохідних переходів,3,без ушкоджень,легко травмований,тяжко травмований,null,null,null,null,null,null,null,null,49.828782,24.070358
2022-09-25,13:14:00,неділя,місто,Львів,Личаківський,вулиця,Кармалюка У.,3,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.83966,24.04852
2022-10-18,12:45:00,вівторок,місто,Львів,Франківський,вулиця,Кульпарківська,null,вул. Кульпарківська - вул. Трускавецька,наїзд на дорожне огородження,"керування транспортним засобом у нетверезому стані, перевищення безпечної швидкості, недодержання дистанції",1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.801226,23.980338
2022-09-23,20:37:00,п'ятниця,місто,Львів,Галицький,вулиця,Хмельницького Б.,8,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїзну частину,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.845541,24.029202
2022-09-25,22:47:00,неділя,місто,Львів,Галицький,вулиця,Городоцька,117,null,наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу,"перехід у невстановленому місці, неочікуваний вихід на проїзну частину",2,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,null,null,null,49.838,24.006554
2022-10-12,15:30:00,середа,місто,Львів,Залізничний,вулиця,Городоцька,84,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.838138,24.006731
2022-09-18,16:04:00,неділя,місто,Львів,Залізничний,вулиця,Суботівська,7,null,зіткнення бокове,порушення правил проїзду перехресть,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,49.844974,23.966557
2022-10-12,10:01:00,середа,місто,Львів,Личаківський,вулиця,Руставелі Ш.,null,вул. Руставелі Ш. - вул. Зелена,падіння пасажира,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.834263,24.035538
2022-10-03,17:21:00,понеділок,місто,Львів,Залізничний,вулиця,Городоцька,300,null,"наїзд на транспортний засіб, що стоїть - по ходу руху","порушення правил маневрування, керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.822681,23.917183
2022-10-10,10:01:00,понеділок,місто,Львів,Залізничний,вулиця,Кульпарківська,null,вул. Кульпарківська - вул. Виговського І.,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.812159,23.982543
2022-10-06,13:02:00,четвер,місто,Львів,Галицький,вулиця,Саксаганського П.,22,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.833782,24.033794
2022-09-28,21:04:00,середа,місто,Львів,Личаківський,вулиця,Хмельницького Б.,292,null,наїзд на пішохода - на регульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.873412,24.060327
2022-10-08,17:50:00,субота,місто,Львів,Шевченківський,вулиця,Промислова,60,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.864882,24.045902
2022-10-06,8:20:00,четвер,місто,Львів,Сихівський,вулиця,Коломийська,16,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.787332,24.064275
2022-10-12,14:15:00,середа,місто,Львів,Сихівський,вулиця,Угорська,19,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.811068,24.043665
2022-10-03,23:49:00,понеділок,місто,Львів,Личаківський,вулиця,Руставелі Ш.,null,вул. Руставелі Ш. - вул. Костомарова М.,наїзд на велосипедиста - велосипедист рухався у зустрічному напрямку,порушення правил проїзду перехресть,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.832045,24.034857
2022-10-06,17:46:00,четвер,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,105,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.853238,24.035822
2022-10-05,17:27:00,середа,місто,Львів,Залізничний,вулиця,Кульпарківська,144,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.81679,23.986233
2022-10-16,14:05:00,неділя,місто,Львів,Галицький,вулиця,Гуцульська,21,null,зіткнення бокове,недодержання дистанції,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.844483,24.038671
2022-10-06,14:10:00,четвер,місто,Львів,Личаківський,вулиця,Богданівська,100,null,зіткнення бокове,перевищення безпечної швидкості,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,49.853369,24.077836
2022-10-19,13:30:00,середа,місто,Львів,Франківський,вулиця,Городоцька,211,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.833177,23.982661
2022-09-25,17:13:00,неділя,місто,Львів,Шевченківський,вулиця,Панча П.,7б,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.861358,24.012396
2022-10-08,18:06:00,субота,місто,Львів,Франківський,вулиця,Княгині Ольги,2,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.826796,24.010422
2022-09-25,20:04:00,неділя,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",57,null,наїзд на пішохода - на нерегульованому пішохідному переході,"порушення правил проїзду перехресть, порушення правил проїзду пішохідних переходів",2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.856171,24.021805
2022-09-26,10:43:00,понеділок,місто,Львів,Галицький,проспект,"Чорновола В., просп.",1,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.845393,24.025286
2022-10-08,18:05:00,субота,місто,Львів,Шевченківський,вулиця,Тунельна,15,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.86326,24.005191
2022-10-07,16:01:00,п'ятниця,місто,Львів,Франківський,вулиця,Рубчака І.,4,null,наїзд на велосипедиста - поза межами велосипедної доріжки,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.805616,24.016714
2022-10-10,9:20:00,понеділок,місто,Львів,Франківський,вулиця,Кульпарківська,78,null,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.82547,23.989597
2022-09-26,16:31:00,понеділок,селище,Рудне,Залізничний,вулиця,Шептицького А.,20,null,зіткнення бокове,порушення правил проїзду перехресть,9,без ушкоджень,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,тяжко травмований,тяжко травмований,тяжко травмований,null,null,49.833035,23.886616
2022-10-09,18:01:00,неділя,місто,Львів,Залізничний,вулиця,Городоцька,359,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.821338,23.921995
2022-10-20,12:18:00,четвер,місто,Львів,Залізничний,вулиця,Любінська,null,вул. Любінська - вул. Петлюри С.,зіткнення бокове,порушення правил проїзду перехресть,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.824107,23.977312
2022-10-03,10:01:00,понеділок,місто,Львів,Личаківський,вулиця,Медової Печери,71,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.822619,24.089193
2022-10-04,7:18:00,вівторок,місто,Львів,Залізничний,вулиця,Левандівська,18,null,наїзд на пішохода - на нерегульованому пішохідному переході,"перевищення безпечної швидкості, порушення правил проїзду пішохідних переходів",2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.844621,23.984195
2022-10-12,15:53:00,середа,місто,Львів,Сихівський,вулиця,Литвиненка С.,19,null,падіння пасажира,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.813664,24.041943
2022-10-04,17:03:00,вівторок,місто,Львів,Франківський,вулиця,Наукова,12а,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.803529,24.002441
2022-10-01,14:44:00,субота,місто,Львів,Франківський,вулиця,Кульпарківська,200а,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"перевищення безпечної швидкості, недодержання дистанції",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.811086,23.983444
2022-10-21,9:38:00,п'ятниця,місто,Львів,Залізничний,вулиця,Ясна,31,null,наїзд на пішохода - на регульованому пішохідному переході,"порушення правил маневрування, порушення правил проїзду пішохідних переходів",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.844002,23.998234
2022-10-18,14:26:00,вівторок,місто,Львів,Франківський,вулиця,Володимира Великого,51,null,зіткнення бокове,"порушення правил маневрування, порушення правил проїзду пішохідних переходів",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.810199,24.002075
2022-09-16,11:10:00,п'ятниця,місто,Львів,Сихівський,вулиця,Хоткевича Г.,1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.79626,24.053053
2022-10-16,16:32:00,неділя,місто,Львів,Шевченківський,вулиця,Батуринська,2,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил обгону,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.851373,24.01651
2022-10-12,7:35:00,середа,місто,Винники,Личаківський,вулиця,Галицька,18,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.816845,24.137317
2022-10-03,16:36:00,понеділок,місто,Львів,Сихівський,вулиця,Коломийська,16а,null,наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.787499,24.065133
2022-09-28,12:25:00,середа,місто,Львів,Сихівський,вулиця,Хортицька,4б,null,наїзд на пішохода,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.798433,24.036729
2022-10-15,13:12:00,субота,місто,Львів,Шевченківський,вулиця,Мурована,1,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.876658,24.06229
2022-10-05,10:16:00,середа,місто,Львів,Сихівський,вулиця,Луганська,null,WOG,зіткнення бокове,"недодержання дистанції, керування транспортним засобом у нетверезому стані",3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.811563,24.022207
2022-09-02,11:40:00,п'ятниця,місто,Львів,Личаківський,вулиця,Вашингтона Дж.,3,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.815918,24.062414
2022-10-10,16:15:00,понеділок,місто,Львів,Сихівський,вулиця,Стрийська,null,вул. Стрийська - просп. Святого Івана Павла ІІ,зіткнення бокове,порушення правил проїзду перехресть,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,49.801921,24.018023
2022-09-22,7:12:00,четвер,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",36,null,зіткнення бокове,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.798916,24.048252
2022-09-28,8:53:00,середа,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,77,null,наїзд на пішохода - стояв на проїздній частині,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.851636,24.030806
2022-09-16,8:01:00,п'ятниця,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",61,null,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.796084,24.054799
2022-09-16,10:46:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Гайдамацька,6,null,наїзд на велосипедиста - поза межами велосипедної доріжки,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.852639,24.028822
2022-09-12,9:17:00,понеділок,місто,Львів,Личаківський,вулиця,Хмельницького Б.,null,Галицьке перехрестя,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.87401315,24.06087822
2022-09-14,18:30:00,середа,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,245,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.868077,24.055617
2022-09-15,12:13:00,четвер,місто,Львів,Шевченківський,вулиця,Замарстинівська,null,вул. Замарстинівська - вул. Липинського В.,наїзд на пішохода - на нерегульованому пішохідному переході,неочікуваний вихід на проїзну частину,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.860092,24.026864
2022-09-14,10:43:00,середа,місто,Львів,Сихівський,вулиця,Угорська,23,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,49.810784,24.044491
2022-09-29,16:10:00,четвер,місто,Львів,Галицький,вулиця,Стефаника В.,13,null,наїзд на пішохода,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.836346,24.026654
2022-09-27,8:28:00,вівторок,місто,Львів,Франківський,вулиця,Кульпарківська,null,вул. Кульпарківська - вул. Антоновича В.,зіткнення лобове,невиконання вимог сигналів регулювання,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.825408,23.989779
2022-10-04,19:19:00,вівторок,місто,Львів,Галицький,проспект,"Свободи, просп.",null,просп. Свободи - вул. Торгова,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,49.84439,24.025624
2022-12-01,20:26:00,четвер,місто,Львів,Личаківський,вулиця,Хмельницького Б.,212,null,зіткнення бокове,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.869045,24.056566
2022-12-15,14:26:00,четвер,місто,Львів,Сихівський,вулиця,Мирного Панаса,null,null,зіткнення лобове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.814443,24.034
2022-12-09,13:55:00,п'ятниця,місто,Львів,Залізничний,вулиця,Виговського І.,100,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.813511,23.977149
2022-11-23,17:38:00,середа,місто,Львів,Личаківський,вулиця,Хмельницького Б.,196,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.866161,24.05573
2022-12-22,17:01:00,четвер,місто,Львів,Шевченківський,вулиця,Миколайчука І.,9б,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.875883,24.041004
2022-12-23,23:18:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Липинського В.,60,null,зіткнення бокове,"керування транспортним засобом у нетверезому стані, перевищення безпечної швидкості",3,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,null,null,49.865062,24.050531
2022-12-06,18:46:00,вівторок,місто,Львів,Личаківський,вулиця,Хмельницького Б.,192а,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.865746,24.054453
2022-12-09,11:58:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Липинського В.,null,вул. Липинського В. - вул. Замарстинівська,зіткнення з задньою частиною тз,недодержання дистанції,6,без ушкоджень,без ушкоджень,легко травмований,легко травмований,легко травмований,легко травмований,null,null,null,null,null,49.860148,24.026864
