accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,injuryStatusParticipant10,injuryStatusParticipant11,injuryStatusParticipant12,injuryStatusParticipant13,injuryStatusParticipant14,injuryStatusParticipant15,injuryStatusParticipant16,injuryStatusParticipant17,injuryStatusParticipant18,injuryStatusParticipant19,injuryStatusParticipant20,latitude,longitude
2019-07-25,9:20:00,четвер,місто,Львів,Сихівський,вулиця,Сихівська,14,null,падіння пасажира,порушення правил проїзду зупинок громадського транспорту,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.795633,24.063626
2019-07-13,5:15:00,субота,місто,Львів,Залізничний,вулиця,Городоцька,280,null,наїзд на інші види перешкод,порушення правил маневрування,2,помер на місці дтп,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.824349,23.926147
2019-06-30,0:38:00,неділя,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",46,null,зіткнення лобове,недодержання дистанції,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.855092,24.022374
2019-07-02,16:50:00,вівторок,місто,Львів,Галицький,проспект,"Свободи, просп.",5,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.840204,24.02813
2019-07-12,16:40:00,п'ятниця,місто,Львів,Галицький,проспект,"Свободи, просп.",null,null,зіткнення лобове,невиконання вимог сигналів регулювання,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.842162,24.026778
2019-07-17,18:41:00,середа,місто,Львів,Франківський,вулиця,Наукова,47,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.803992,23.990282
2019-06-27,19:40:00,четвер,місто,Львів,Галицький,вулиця,Дудаєва Дж.,17,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.836152,24.028977
2019-07-29,20:45:00,понеділок,місто,Львів,Сихівський,вулиця,Зелена,313,null,наїзд на інші види перешкод,недодержання дистанції,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.796776,24.072697
2019-07-23,8:45:00,вівторок,місто,Львів,Сихівський,вулиця,Простора,null,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.800301,24.070584
2019-07-12,11:35:00,п'ятниця,місто,Львів,Личаківський,вулиця,Богданівська,44,null,зіткнення лобове,порушення правил маневрування,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.855915,24.075159
2019-06-27,13:56:00,четвер,місто,Львів,Франківський,вулиця,Володимира Великого,47,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.806772,24.004982
2019-08-02,15:01:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т., 154 Б,null,зіткнення лобове,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.854293,23.986765
2019-06-27,17:30:00,четвер,місто,Львів,Галицький,проспект,"Свободи, просп.",6,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.840041,24.029176
2019-07-08,16:25:00,понеділок,місто,Львів,Галицький,вулиця,Франка І.,4,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.837609,24.034969
2019-07-25,7:50:00,четвер,місто,Львів,Личаківський,вулиця,Франка І.,35,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.833917,24.034384
2019-07-08,10:20:00,понеділок,місто,Львів,Франківський,вулиця,Володимира Великого,51,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.810189,24.002236
2019-08-02,16:20:00,п'ятниця,місто,Львів,Франківський,вулиця,Чмоли І.,null,Перехрестя вул. Чмоли І. - вул. Стрийська,зіткнення лобове,"перевищення безпечної швидкості, недодержання дистанції",4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.814699,24.01975
2019-07-26,14:05:00,п'ятниця,місто,Львів,Личаківський,вулиця,Хмельницького Б.,188,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.86289,24.052237
2019-08-03,4:30:00,субота,місто,Львів,Франківський,вулиця,Мельника А., 16А,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.830495,24.003925
2019-06-29,20:32:00,субота,місто,Львів,Залізничний,вулиця,Сяйво,11,null,наїзд на інші види перешкод,"перевищення безпечної швидкості, недодержання дистанції",1,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.836221,23.97683
2019-08-09,14:50:00,п'ятниця,місто,Львів,Галицький,вулиця,"Ангеловича А., митр.",24,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.835633,24.006693
2019-09-06,10:10:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Миколайчука І.,1,null,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.868696,24.04337
2019-08-10,17:30:00,субота,місто,Львів,Франківський,вулиця,Антоновича В.,81,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.829668,23.997585
2019-08-26,18:10:00,понеділок,місто,Львів,Личаківський,вулиця,Пасічна,null,Перехрестя вул. Пасічна - вул. Китайська,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.821719,24.075465
2019-08-23,14:25:00,п'ятниця,місто,Львів,Сихівський,вулиця,Зелена,284,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,3,без ушкоджень,легко травмований,тяжко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.801295,24.066362
2019-08-19,0:13:00,понеділок,місто,Львів,Франківський,вулиця,Володимира Великого,null,Перехрестя вул. Володимира Великого - вул. Симоненка В.,"наїзд на транспортний засіб, що стоїть - по ходу руху",недодержання дистанції,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.811487,23.989227
2019-09-10,15:01:00,вівторок,місто,Львів,Франківський,вулиця,Княгині Ольги,110,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.808257,23.999113
2019-08-10,21:01:00,субота,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",null,null,зіткнення лобове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.797694,24.051239
2019-09-05,20:09:00,четвер,місто,Львів,Франківський,вулиця,Тролейбусна,null,Перехрестя вул. Тролейбусна - вул. Наукова,зіткнення лобове,"перевищення безпечної швидкості, порушення правил проїзду перехресть",5,легко травмований,без ушкоджень,легко травмований,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.803123,24.00635
2019-08-10,16:14:00,субота,місто,Львів,Сихівський,вулиця,Сихівська,2,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.795131,24.067134
2019-08-17,22:10:00,субота,місто,Львів,Франківський,вулиця,Володимира Великого,null,Перехрестя вул. Володимира Великого - вул. Янева В.,зіткнення лобове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.808967,24.011736
2019-08-08,7:37:00,четвер,місто,Львів,Шевченківський,вулиця,Шевченка Т.,388,null,зіткнення лобове,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.871448,23.944557
2019-08-06,22:01:00,вівторок,місто,Львів,Галицький,вулиця,Куліша П.,null,null,наїзд на пішохода - стояв на проїздній частині,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.847835,24.024224
2019-08-06,22:50:00,вівторок,місто,Львів,Галицький,проспект,"Свободи, просп.",12,null,наїзд на пішохода - пішохід рухався у попутному напрямку,неочікуваний вихід на проїзну частину,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.840882,24.028618
2019-08-31,17:30:00,субота,місто,Львів,Залізничний,вулиця,Трускавецька,null,Перехрестя вул. Трускавецька - вул. Кульпарківська,зіткнення лобове,порушення правил маневрування,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.801239,23.980215
2019-08-27,13:56:00,вівторок,місто,Львів,Залізничний,вулиця,Виговського І.,49,null,падіння вантажів,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.815807,23.973155
2019-08-17,16:01:00,субота,місто,Львів,Залізничний,вулиця,Суботівська,null,null,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.84742,23.965859
2019-09-12,10:15:00,четвер,місто,Львів,Сихівський,вулиця,Зелена,407,null,зіткнення лобове,недодержання дистанції,4,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.78407,24.078088
2019-08-19,18:48:00,понеділок,місто,Львів,Галицький,площа,"Данила Галицького, пл.",2,null,наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу,недодержання дистанції,3,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.844493,24.032239
2019-08-19,9:50:00,понеділок,місто,Львів,Личаківський,вулиця,Вашингтона Дж.,13,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.815115,24.073078
2019-09-04,20:01:00,середа,місто,Львів,Залізничний,вулиця,Головацького Я.,23,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,4,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.840243,24.005065
2019-09-12,8:45:00,четвер,місто,Львів,Шевченківський,вулиця,Шевченка Т.,360,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.869484,23.953596
2019-09-11,18:01:00,середа,місто,Львів,Галицький,вулиця,Героїв Майдану,null,Перехрестя вул. Героїв Майдану - вул. Глінки М.,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.828066,24.019128
2019-09-07,16:01:00,субота,місто,Львів,Галицький,вулиця,Галицька,12,null,зіткнення лобове,порушення правил проїзду перехресть,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.83838,24.034524
2019-09-10,8:50:00,вівторок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,386,null,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.871842,23.941102
2019-08-07,11:50:00,середа,місто,Львів,Залізничний,вулиця,Городоцька,null,Перехрестя вул. Городоцька - вул. Самбірська,зіткнення бокове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.829069,23.959808
2019-08-11,9:45:00,неділя,місто,Львів,Личаківський,вулиця,Богданівська,24,null,наїзд на інші види перешкод,порушення правил маневрування,1,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.845154,24.084864
2019-08-08,22:30:00,четвер,місто,Львів,Сихівський,вулиця,Зелена,238,null,наїзд на інші види перешкод,порушення правил маневрування,1,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.806145,24.061491
2019-08-17,20:07:00,субота,місто,Львів,Франківський,вулиця,Городоцька,147,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.83636,24.00039
2019-08-29,0:20:00,четвер,місто,Львів,Сихівський,вулиця,Хуторівка,54,null,наїзд на інші види перешкод,порушення правил маневрування,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.800128,24.034556
2019-08-19,19:15:00,понеділок,місто,Львів,Франківський,вулиця,Наукова,7Б,null,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.803251,24.004092
2019-09-11,17:30:00,середа,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,161,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.854185,24.043933
2019-08-20,14:38:00,вівторок,місто,Львів,Залізничний,вулиця,Шевченка Т.,186,null,зіткнення лобове,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.85579,23.980676
2019-08-20,14:01:00,вівторок,місто,Львів,Сихівський,вулиця,Угорська,8,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.812037,24.040822
2019-09-09,13:16:00,понеділок,місто,Львів,Сихівський,вулиця,Пимоненка М.,null,Перехрестя вул. Пимоненка М. - вул. Пасічна,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.807139,24.066
2019-09-02,14:15:00,понеділок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.860784,23.96867
2019-08-22,20:54:00,четвер,місто,Львів,Личаківський,вулиця,Личаківська,130,null,наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.836871,24.062041
2019-09-01,15:01:00,неділя,місто,Львів,Галицький,вулиця,Замарстинівська,1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.847714,24.028044
2019-08-14,10:10:00,середа,місто,Львів,Личаківський,вулиця,Чехова А.,10,null,зіткнення лобове,"перевищення безпечної швидкості, недодержання дистанції",4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.83929,24.042136
2019-08-17,13:30:00,субота,місто,Львів,Залізничний,вулиця,Повітряна,null,Перехрестя вул. Повітряна - вул. Суботівська,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.84504,23.966589
2019-08-29,11:19:00,четвер,місто,Львів,Сихівський,вулиця,Стрийська,null,Перехрестя вул. Стрийська - вул. Мікльоша К.,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.783716,24.014236
2019-08-27,19:20:00,вівторок,місто,Львів,Залізничний,вулиця,Кульпарківська,200,null,зіткнення бокове,"перевищення безпечної швидкості, недодержання дистанції",3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.811376,23.982795
2019-08-30,22:50:00,п'ятниця,місто,Львів,Франківський,вулиця,Городоцька,231,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.833031,23.981615
2019-09-11,8:50:00,середа,місто,Львів,Залізничний,вулиця,Городоцька,116,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.835892,23.993952
2019-08-14,6:06:00,середа,місто,Львів,Галицький,вулиця,Торгова,1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,3,без ушкоджень,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.844778,24.027796
2019-08-19,7:30:00,понеділок,місто,Львів,Шевченківський,вулиця,Липинського В.,null,Перехрестя вул. Липинського В. - вул. Бетховена Л.,зіткнення лобове,порушення правил проїзду перехресть,3,легко травмований,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.863523,24.033226
2019-08-20,22:49:00,вівторок,місто,Львів,Галицький,вулиця,Бандери С.,53,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.834761,24.009048
2019-09-02,18:48:00,понеділок,місто,Львів,Залізничний,вулиця,Широка,82,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.842753,23.964255
2019-08-20,20:01:00,вівторок,місто,Львів,Галицький,проспект,"Чорновола В., просп.",7,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"порушення правил маневрування, перевищення безпечної швидкості, невиконання вимог сигналів регулювання",4,тяжко травмований,без ушкоджень,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.846576,24.025362
2019-09-12,7:50:00,четвер,місто,Львів,Шевченківський,вулиця,Варшавська,null,Перехрестя вул. Варшавська - вул. Тунельна,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.864201,24.006736
2019-08-03,20:01:00,субота,місто,Львів,Галицький,вулиця,Замарстинівська,30,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.849807,24.026971
2019-08-07,19:20:00,середа,місто,Львів,Галицький,вулиця,Городоцька,7,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.844033,24.024718
2019-09-03,9:45:00,вівторок,місто,Львів,Франківський,вулиця,Коновальця Є.,null,"Перехрестя вул. Коновальця Є. - вул. Рудницького С., акад.",зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.824446,23.993347
2019-08-23,7:01:00,п'ятниця,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",77,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.796034,24.055643
2019-09-07,20:30:00,субота,місто,Львів,Сихівський,вулиця,Стрийська,119,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.78159,24.020448
2019-08-09,21:20:00,п'ятниця,місто,Львів,Сихівський,вулиця,Хуторівка, 4Б,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.799841,24.026928
2019-08-30,22:45:00,п'ятниця,місто,Львів,Франківський,вулиця,Володимира Великого,null,Перехрестя вул. Володимира Великого - вул. Боткіна С.,зіткнення лобове,"порушення правил проїзду перехресть, порушення правил маневрування",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.811293,23.991222
2019-08-30,16:01:00,п'ятниця,місто,Львів,Галицький,проспект,"Свободи, просп.",23,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.841975,24.026885
2019-09-07,7:45:00,субота,місто,Львів,Залізничний,вулиця,Городоцька,274,null,зіткнення лобове,недодержання дистанції,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.824193,23.932847
2019-09-09,16:10:00,понеділок,місто,Львів,Личаківський,вулиця,Личаківська,201,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.835968,24.071655
2019-08-27,21:50:00,вівторок,місто,Львів,Залізничний,вулиця,Городоцька,56,null,зіткнення бокове,порушення правил обгону,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.839685,24.010706
2019-08-09,14:05:00,п'ятниця,місто,Львів,Франківський,вулиця,Героїв Майдану,3,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.830633,24.018436
2019-08-13,20:58:00,вівторок,місто,Львів,Шевченківський,вулиця,Липинського В.,null,Перехрестя вул. Липинського В. -вул.  Сінна,зіткнення лобове,виїзд на смугу зустрічного руху,4,без ушкоджень,легко травмований,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.86196,24.028945
2019-08-17,23:30:00,субота,місто,Львів,Галицький,вулиця,Винниченка В.,16,null,зіткнення бокове,порушення правил маневрування,3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.841093,24.036573
2019-08-12,12:50:00,понеділок,місто,Львів,Франківський,вулиця,Бандери С.,81,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.835208,24.005894
2019-08-13,12:30:00,вівторок,місто,Львів,Личаківський,вулиця,Хмельницького Б.,296,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.874321,24.061126
2019-08-21,9:01:00,середа,місто,Львів,Шевченківський,вулиця,Миколайчука І.,1,null,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.868495,24.043483
2019-09-10,16:01:00,вівторок,місто,Львів,Залізничний,вулиця,Шевченка Т.,128,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.850412,23.993186
2019-09-03,22:35:00,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",62,null,зіткнення бокове,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.792341,24.05847
2019-08-23,15:01:00,п'ятниця,місто,Львів,Залізничний,вулиця,Виговського І.,29,null,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.823352,23.967506
2019-09-09,20:52:00,понеділок,місто,Львів,Шевченківський,вулиця,Грінченка Б.,4,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.871918,24.05382
2019-08-27,12:42:00,вівторок,місто,Львів,Шевченківський,вулиця,Тунельна,22,null,зіткнення лобове,недодержання дистанції,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.863298,24.005127
2019-08-21,19:36:00,середа,місто,Львів,Шевченківський,вулиця,Під Голоском,3,null,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.86816,24.012412
