accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,latitude,longitude
2017-05-10,12:13:00,середа,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,113,null,зіткнення бокове,"порушення правил маневрування, порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.853276,24.036841
2017-05-09,11:58:00,вівторок,місто,Львів,Галицький,вулиця,Шевченка Т.,22,null,зіткнення бокове,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.842912,24.015486
2017-05-10,22:34:00,середа,місто,Львів,Франківський,вулиця,Володимира Великого,50,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.811262,23.990745
2017-05-11,6:01:00,четвер,місто,Львів,Галицький,вулиця,Гонти І.,8,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,49.844507,24.030764
2017-05-15,12:58:00,понеділок,місто,Львів,Личаківський,вулиця,Хмельницького Б.,null,null,наїзд на пішохода - на нерегульованому пішохідному переході,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.865539,24.053594
2017-05-16,14:05:00,вівторок,місто,Львів,Сихівський,вулиця,Скорини Ф.,10,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.798708,24.020786
2017-05-15,3:01:00,понеділок,місто,Львів,Галицький,вулиця,Городоцька,26,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.842784,24.019359
2017-05-17,15:40:00,середа,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,64,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.852518,24.034025
2017-05-15,8:10:00,понеділок,місто,Львів,Сихівський,вулиця,Сихівська,61,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.796048,24.068359
2017-05-16,11:55:00,вівторок,місто,Львів,Франківський,вулиця,Княгині Ольги,71,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.806398,23.998953
2017-04-26,10:58:00,середа,місто,Львів,Галицький,вулиця,Городоцька,87,null,наїзд на інші види перешкод,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.839259,24.009912
2017-05-13,23:37:00,субота,місто,Львів,Галицький,площа,"Старий Ринок, пл.",2,null,зіткнення бокове,порушення правил проїзду перехресть,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,49.846496,24.029771
2017-05-17,19:21:00,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,null,null,наїзд на велосипедиста - поза межами велосипедної доріжки,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.85864,23.972919
2017-04-14,7:40:00,п'ятниця,місто,Львів,Франківський,вулиця,Кульпарківська,null,Перехрестя вул. Кульпарківська - вул. Володимира Великого,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.812138,23.984377
2017-05-15,8:25:00,понеділок,місто,Львів,Сихівський,вулиця,Гориня М.,1,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.789119,24.057167
2017-05-14,1:01:00,неділя,місто,Львів,Шевченківський,вулиця,о. Омеляна Ковча,null,null,наїзд на інші види перешкод,null,2,легко травмований,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,49.853867,23.986266
2017-05-13,12:03:00,субота,місто,Львів,Галицький,площа,"Данила Галицького, пл.",13,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.844096,24.031938
2017-04-30,13:20:00,неділя,місто,Львів,Франківський,вулиця,Музики Я.,null,"Перехрестя вул. Музики Я., - вул. Бойчука М.",наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.815406,23.992735
2017-04-06,21:15:00,четвер,місто,Львів,Залізничний,площа,"Двірцева, пл.",null,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.838536,23.995428
2017-05-07,2:40:00,неділя,місто,Львів,Франківський,вулиця,Остроградських,2,null,падіння пасажира,null,1,легко травмований,null,null,null,null,null,null,null,null,49.827201,24.014831
2017-05-16,15:30:00,вівторок,місто,Львів,Шевченківський,вулиця,Під Голоском,4,null,наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.869847,24.009215
2017-04-11,8:45:00,вівторок,місто,Львів,Личаківський,вулиця,Личаківська,null,null,зіткнення з задньою частиною ТЗ,null,3,без ушкоджень,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.836515,24.063277
2017-05-18,12:17:00,четвер,місто,Львів,Галицький,вулиця,Чайковського П.,null,"Перехрестя вул. Чайковського П., - вул. Ковжуна П.",наїзд на пішохода - пішохід рухався у зустрічному напрямку,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.837374,24.029782
2017-04-12,23:16:00,середа,місто,Львів,Шевченківський,вулиця,Винниця,null,null,наїзд на інші види перешкод,null,1,легко травмований,null,null,null,null,null,null,null,null,49.864809,23.973885
2017-05-22,7:01:00,понеділок,місто,Львів,Сихівський,вулиця,Стрийська,45,null,наїзд на пішохода - на нерегульованому пішохідному переході,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.807122,24.020024
2017-05-21,20:20:00,неділя,місто,Львів,Галицький,вулиця,Вітовського Д.,41,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.830052,24.023827
2017-05-20,13:49:00,субота,місто,Львів,Залізничний,вулиця,Сяйво,null,Перехрестя вул. Сяйво - вул. Широка,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.842349,23.979335
2017-05-22,7:35:00,понеділок,місто,Львів,Залізничний,вулиця,Городоцька,null,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.83073,23.969486
2017-05-19,17:04:00,п'ятниця,місто,Львів,Личаківський,вулиця,Личаківська,227,null,наїзд на пішохода - на нерегульованому пішохідному переході,"перевищення безпечної швидкості, недодержання дистанції",2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.835758,24.075728
2017-05-21,9:19:00,неділя,місто,Львів,Франківський,вулиця,Княгині Ольги,100,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.816582,24.002219
2017-05-23,18:21:00,вівторок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",105,null,"наїзд на транспортний засіб, що стоїть - по ходу руху",null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.785722,24.059302
2017-05-19,17:48:00,п'ятниця,місто,Львів,Франківський,вулиця,Рубчака І.,null,null,наїзд на пішохода - на нерегульованому пішохідному переході,недодержання дистанції,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.806142,24.008904
2017-05-21,20:07:00,неділя,місто,Львів,Залізничний,вулиця,Білогорща,54,null,наїзд на інші види перешкод,перевищення безпечної швидкості,1,тяжко травмований,,null,null,null,null,null,null,null,49.844908,23.944868
2017-05-20,1:30:00,субота,місто,Львів,Галицький,площа,"Святого Теодора, пл.",2,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,5,без ушкоджень,без ушкоджень,без ушкоджень,тяжко травмований,без ушкоджень,null,null,null,null,49.847413,24.026971
2017-05-22,12:01:00,понеділок,місто,Львів,Шевченківський,вулиця,Промислова,null,null,зіткнення з задньою частиною ТЗ,порушення правил проїзду перехресть,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.861146,24.044406
2017-05-21,15:01:00,неділя,місто,Львів,Залізничний,вулиця,Городоцька,276,null,зіткнення з задньою частиною ТЗ,null,2,тяжко травмований,без ушкоджень,null,null,null,null,null,null,null,49.824404,23.932058
2017-05-23,12:46:00,вівторок,місто,Львів,Сихівський,вулиця,Хуторівка,4Б,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.799709,24.026531
2017-05-20,11:42:00,субота,місто,Львів,Залізничний,вулиця,Левандівська,9А,null,зіткнення з задньою частиною ТЗ,порушення правил маневрування,4,без ушкоджень,легко травмований,легко травмований,легко травмований,null,null,null,null,null,49.844224,23.985445
2017-05-19,15:26:00,п'ятниця,місто,Львів,Сихівський,вулиця,Чукаріна В.,null,"Перехрестя вул. Чукаріна В., - вул. Хуторівка",наїзд на пішохода - на регульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.79831,24.042565
2017-05-20,16:07:00,субота,місто,Львів,Шевченківський,вулиця,Липинського В.,32,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.863917,24.034411
2017-05-26,12:55:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т.,null,"Перехрестя вул. Шевченка Т., - вул. Винниця",зіткнення з задньою частиною ТЗ,порушення правил проїзду перехресть,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.85994,23.968177
2017-05-26,16:20:00,п'ятниця,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",null,null,наїзд на інші види перешкод,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.858612,24.020448
2017-05-27,15:37:00,субота,місто,Львів,Франківський,вулиця,Стрийська,96,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.813014,24.019504
2017-05-24,14:07:00,середа,місто,Львів,Франківський,вулиця,Кульпарківська,null,вул. Кульпарківська - вул. Щирецька,зіткнення з задньою частиною ТЗ,невиконання вимог сигналів регулювання,3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,null,null,49.815772,23.986169
2017-05-29,22:01:00,понеділок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",62,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,тяжко травмований,без ушкоджень,null,null,null,null,null,null,null,49.796153,24.054168
2017-05-28,12:42:00,неділя,місто,Львів,Залізничний,вулиця,Ясна,22А,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.843971,23.998153
2017-05-29,17:35:00,понеділок,місто,Львів,Франківський,вулиця,Кульпарківська,95,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.818233,23.991448
2017-05-24,10:27:00,середа,місто,Львів,Галицький,проспект,"Чорновола В., просп.",4,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.84815,24.025936
2017-05-29,14:12:00,понеділок,місто,Львів,Галицький,вулиця,Франка І.,null,null,наїзд на пішохода - на нерегульованому пішохідному переході,"порушення правил маневрування, порушення правил проїзду пішохідних переходів",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.829457,24.031091
2017-05-27,16:37:00,субота,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",61,null,зіткнення з задньою частиною ТЗ,"перевищення безпечної швидкості, порушення правил проїзду перехресть",3,без ушкоджень,тяжко травмований,тяжко травмований,null,null,null,null,null,null,49.796613,24.054705
2017-05-25,21:15:00,четвер,місто,Львів,Галицький,вулиця,Городоцька,null,Перехрестя вул. Городоцька - вул. Гоголя М.,наїзд на велосипедиста - поза межами велосипедної доріжки,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.841594,24.015834
2017-05-29,16:20:00,понеділок,місто,Львів,Франківський,вулиця,Стрийська,202,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,3,без ушкоджень,без ушкоджень,тяжко травмований,null,null,null,null,null,null,49.798719,24.0171
2017-05-30,6:59:00,вівторок,місто,Львів,Франківський,вулиця,Володимира Великого,null,null,падіння пасажира,null,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.810019,24.002531
2017-05-28,23:50:00,неділя,місто,Львів,Шевченківський,вулиця,Шевченка Т.,313,null,наїзд на пішохода - на нерегульованому пішохідному переході,перевищення безпечної швидкості,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.869629,23.947695
2017-05-24,20:50:00,середа,місто,Львів,Личаківський,вулиця,Пасічна,73,null,зіткнення з задньою частиною ТЗ,null,3,тяжко травмований,тяжко травмований,тяжко травмований,null,null,null,null,null,null,49.820691,24.076678
2017-05-26,11:01:00,п'ятниця,місто,Львів,Галицький,вулиця,Франка І.,88,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.828879,24.032378
2017-05-20,14:44:00,субота,місто,Львів,Залізничний,вулиця,Любінська,null,Перехрестя вул. Любінська - вул. Петлюри С.,зіткнення з задньою частиною ТЗ,невиконання вимог сигналів регулювання,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,49.823899,23.977339
2017-05-28,16:05:00,неділя,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",11,null,зіткнення з задньою частиною ТЗ,перевищення безпечної швидкості,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,49.870639,24.032271
2017-06-01,18:25:00,четвер,місто,Львів,Франківський,вулиця,Тролейбусна,2,null,наїзд на пішохода - на нерегульованому пішохідному переході,null,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.80852,24.007729
2017-06-01,14:38:00,четвер,місто,Львів,Залізничний,вулиця,Любінська,168,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,"порушення правил маневрування, недодержання дистанції",2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.818199,23.959674
2017-06-01,13:40:00,четвер,місто,Львів,Сихівський,вулиця,Зелена,null,null,зіткнення лобове,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,49.810206,24.061089
2017-05-30,21:50:00,вівторок,місто,Львів,Личаківський,вулиця,Пасічна,56,null,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,49.829429,24.069693
2017-05-31,22:01:00,середа,місто,Львів,Франківський,вулиця,Мельника А.,null,null,наїзд на інші види перешкод,null,1,тяжко травмований,null,null,null,null,null,null,null,null,49.831097,24.003217
